Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity,Discount
ORD-045,2024-11-09,2024-11-11,First Class,CUST-775,PROD-021,7,0.2
ORD-046,2024-01-07,2024-01-08,First Class,CUST-088,PROD-040,2,0
ORD-047,2024-08-19,2024-08-25,Second Class,CUST-858,PROD-046,5,0.2
ORD-048,2024-07-20,2024-07-23,Same Day,CUST-606,PROD-018,6,0.2
ORD-049,2024-07-22,2024-07-27,Second Class,CUST-221,PROD-057,4,0.1
ORD-050,2024-06-23,2024-06-24,First Class,CUST-735,PROD-005,3,0.2
ORD-051,2024-04-28,2024-04-29,Same Day,CUST-411,PROD-017,3,0.1
ORD-052,2024-10-30,2024-11-06,First Class,CUST-322,PROD-049,4,0.1
ORD-053,2024-06-13,2024-06-14,First Class,CUST-987,PROD-009,10,0.2
ORD-054,2024-10-11,2024-10-16,Third Class,CUST-284,PROD-079,4,0.1
ORD-055,2024-03-29,2024-04-04,Third Class,CUST-798,PROD-046,5,0
ORD-056,2024-03-25,2024-03-29,Third Class,CUST-842,PROD-044,4,0.1
ORD-057,2024-01-23,2024-01-24,First Class,CUST-598,PROD-034,10,0
ORD-058,2024-12-06,2024-12-08,Third Class,CUST-408,PROD-032,2,0.1
ORD-059,2024-12-26,2024-12-27,Second Class,CUST-224,PROD-030,5,0.2
ORD-060,2024-03-30,2024-04-02,Second Class,CUST-030,PROD-047,10,0.1
ORD-061,2024-11-26,2024-12-02,Same Day,CUST-705,PROD-043,8,0.2
ORD-062,2024-03-03,2024-03-07,Same Day,CUST-414,PROD-075,10,0
ORD-063,2024-11-03,2024-11-10,First Class,CUST-927,PROD-065,9,0.1
ORD-064,2024-10-10,2024-10-14,First Class,CUST-212,PROD-031,3,0.1
ORD-065,2024-05-16,2024-05-22,Second Class,CUST-786,PROD-018,4,0.1
ORD-066,2024-11-29,2024-12-01,Second Class,CUST-488,PROD-054,9,0
ORD-067,2024-12-02,2024-12-08,Third Class,CUST-605,PROD-092,9,0.1
ORD-068,2024-09-03,2024-09-06,First Class,CUST-901,PROD-082,6,0
ORD-069,2024-11-22,2024-11-24,First Class,CUST-090,PROD-066,9,0.1
ORD-070,2024-11-14,2024-11-18,First Class,CUST-201,PROD-004,5,0
ORD-071,2024-12-19,2024-12-23,Third Class,CUST-649,PROD-037,10,0.1
ORD-072,2024-09-13,2024-09-16,Same Day,CUST-305,PROD-024,8,0
ORD-073,2024-07-30,2024-08-06,Same Day,CUST-055,PROD-100,8,0
ORD-074,2024-03-23,2024-03-26,Third Class,CUST-331,PROD-057,8,0.1
ORD-075,2024-07-29,2024-08-03,Same Day,CUST-670,PROD-100,6,0
ORD-076,2024-03-19,2024-03-20,Second Class,CUST-987,PROD-002,3,0.2
ORD-077,2024-03-28,2024-03-30,Third Class,CUST-063,PROD-065,2,0.1
ORD-078,2024-01-26,2024-02-02,Same Day,CUST-157,PROD-053,6,0
ORD-079,2024-10-05,2024-10-12,Third Class,CUST-475,PROD-051,8,0
ORD-080,2024-03-25,2024-04-01,Third Class,CUST-183,PROD-022,3,0
ORD-081,2024-02-04,2024-02-09,Same Day,CUST-159,PROD-055,3,0.1
ORD-082,2024-07-04,2024-07-10,Third Class,CUST-231,PROD-050,1,0
ORD-083,2024-10-17,2024-10-21,Second Class,CUST-016,PROD-033,9,0.2
ORD-084,2024-07-14,2024-07-17,Second Class,CUST-945,PROD-092,9,0.1
ORD-085,2024-10-03,2024-10-06,Second Class,CUST-147,PROD-020,2,0.1
ORD-086,2024-02-07,2024-02-14,Third Class,CUST-369,PROD-075,3,0.1
ORD-087,2024-12-03,2024-12-07,Same Day,CUST-692,PROD-072,2,0.2
ORD-088,2024-07-28,2024-08-03,First Class,CUST-462,PROD-004,3,0.2
ORD-089,2024-06-06,2024-06-09,First Class,CUST-796,PROD-072,1,0.2
ORD-090,2024-05-15,2024-05-18,Same Day,CUST-158,PROD-031,7,0.1
ORD-091,2024-06-26,2024-07-01,Same Day,CUST-249,PROD-037,8,0.2
ORD-092,2024-10-13,2024-10-17,First Class,CUST-804,PROD-027,7,0.1
ORD-093,2024-06-06,2024-06-12,Third Class,CUST-880,PROD-042,6,0
ORD-094,2024-01-08,2024-01-11,Second Class,CUST-772,PROD-033,10,0
ORD-095,2024-02-16,2024-02-19,First Class,CUST-701,PROD-033,2,0.2
ORD-096,2024-02-26,2024-03-01,Second Class,CUST-922,PROD-058,4,0.2
ORD-097,2024-07-22,2024-07-25,Second Class,CUST-924,PROD-024,1,0
ORD-098,2024-02-08,2024-02-14,First Class,CUST-850,PROD-024,10,0.1
ORD-099,2024-09-09,2024-09-11,Second Class,CUST-724,PROD-055,3,0.1
ORD-100,2024-07-09,2024-07-11,Second Class,CUST-497,PROD-017,7,0.1
ORD-101,2024-11-15,2024-11-19,Same Day,CUST-729,PROD-070,5,0.2
ORD-102,2024-09-28,2024-10-01,Same Day,CUST-744,PROD-013,8,0.1
ORD-103,2024-02-16,2024-02-17,Same Day,CUST-297,PROD-043,1,0
ORD-104,2024-08-03,2024-08-05,Second Class,CUST-831,PROD-040,5,0
ORD-105,2024-03-03,2024-03-10,Third Class,CUST-499,PROD-054,5,0.1
ORD-106,2024-07-12,2024-07-13,Same Day,CUST-845,PROD-069,10,0.1
ORD-107,2024-05-06,2024-05-11,First Class,CUST-669,PROD-039,9,0
ORD-108,2024-07-29,2024-07-31,First Class,CUST-288,PROD-011,7,0.1
ORD-109,2024-04-11,2024-04-15,Third Class,CUST-672,PROD-034,7,0
ORD-110,2024-04-10,2024-04-11,First Class,CUST-218,PROD-001,1,0
ORD-111,2024-02-26,2024-03-02,Second Class,CUST-130,PROD-089,9,0
ORD-112,2024-09-24,2024-09-26,Same Day,CUST-884,PROD-054,10,0.2
ORD-113,2024-07-14,2024-07-20,Third Class,CUST-977,PROD-075,8,0.2
ORD-114,2024-05-25,2024-06-01,Second Class,CUST-124,PROD-019,4,0.2
ORD-115,2024-06-21,2024-06-28,First Class,CUST-480,PROD-044,10,0
ORD-116,2024-04-13,2024-04-20,First Class,CUST-910,PROD-043,3,0.2
ORD-117,2024-07-19,2024-07-24,Third Class,CUST-005,PROD-080,2,0
ORD-118,2024-06-13,2024-06-16,Same Day,CUST-477,PROD-033,5,0.2
ORD-119,2024-04-01,2024-04-08,Third Class,CUST-265,PROD-060,7,0.2
ORD-120,2024-04-29,2024-05-06,First Class,CUST-836,PROD-083,9,0
ORD-121,2024-04-23,2024-04-25,Same Day,CUST-012,PROD-024,6,0
ORD-122,2024-11-26,2024-12-01,Second Class,CUST-252,PROD-006,10,0.1
ORD-123,2024-09-22,2024-09-29,Same Day,CUST-485,PROD-033,6,0
ORD-124,2024-10-24,2024-10-30,First Class,CUST-948,PROD-055,8,0.2
ORD-125,2024-10-16,2024-10-23,Third Class,CUST-515,PROD-001,3,0
ORD-126,2024-03-17,2024-03-18,Second Class,CUST-029,PROD-093,7,0.1
ORD-127,2024-06-10,2024-06-14,Third Class,CUST-559,PROD-033,5,0
ORD-128,2024-07-17,2024-07-23,Third Class,CUST-559,PROD-061,8,0.1
ORD-129,2024-10-05,2024-10-11,First Class,CUST-119,PROD-078,6,0.2
ORD-130,2024-04-29,2024-05-01,First Class,CUST-699,PROD-070,3,0.1
ORD-131,2024-12-01,2024-12-04,Same Day,CUST-518,PROD-004,9,0.1
ORD-132,2024-04-04,2024-04-06,Third Class,CUST-006,PROD-080,9,0
ORD-133,2024-05-09,2024-05-13,Second Class,CUST-289,PROD-078,10,0.1
ORD-134,2024-05-13,2024-05-14,First Class,CUST-040,PROD-007,6,0.1
ORD-135,2024-01-07,2024-01-09,Same Day,CUST-623,PROD-022,7,0.2
ORD-136,2024-12-15,2024-12-21,Third Class,CUST-548,PROD-085,8,0
ORD-137,2024-08-13,2024-08-15,Second Class,CUST-469,PROD-016,4,0.1
ORD-138,2024-06-04,2024-06-10,First Class,CUST-922,PROD-044,2,0
ORD-139,2024-09-14,2024-09-19,First Class,CUST-925,PROD-035,9,0.1
ORD-140,2024-12-08,2024-12-12,Third Class,CUST-489,PROD-006,1,0
ORD-141,2024-08-29,2024-09-01,Second Class,CUST-425,PROD-062,8,0.2
ORD-142,2024-02-15,2024-02-16,Same Day,CUST-921,PROD-063,9,0.2
ORD-143,2024-08-27,2024-08-29,First Class,CUST-661,PROD-056,8,0.2
ORD-144,2024-08-25,2024-08-31,Same Day,CUST-140,PROD-073,5,0
ORD-145,2024-07-20,2024-07-23,Second Class,CUST-783,PROD-043,4,0
ORD-146,2024-12-17,2024-12-20,Same Day,CUST-347,PROD-080,9,0
ORD-147,2024-12-13,2024-12-14,Same Day,CUST-232,PROD-100,4,0.2
ORD-148,2024-06-16,2024-06-18,Same Day,CUST-029,PROD-008,5,0
ORD-149,2024-11-10,2024-11-14,Same Day,CUST-495,PROD-077,10,0
ORD-150,2024-01-28,2024-02-02,Third Class,CUST-360,PROD-066,8,0
ORD-151,2024-12-01,2024-12-06,Second Class,CUST-711,PROD-038,4,0.2
ORD-152,2024-06-14,2024-06-16,First Class,CUST-164,PROD-027,10,0.1
ORD-153,2024-09-29,2024-10-04,First Class,CUST-450,PROD-026,7,0
ORD-154,2024-10-20,2024-10-26,Same Day,CUST-626,PROD-016,7,0.1
ORD-155,2024-12-06,2024-12-11,Second Class,CUST-459,PROD-017,3,0.2
ORD-156,2024-02-24,2024-02-25,Second Class,CUST-748,PROD-010,7,0.1
ORD-157,2024-06-11,2024-06-18,Third Class,CUST-413,PROD-039,7,0.1
ORD-158,2024-08-07,2024-08-11,Third Class,CUST-747,PROD-056,6,0.2
ORD-159,2024-03-17,2024-03-18,Same Day,CUST-795,PROD-001,2,0.2
ORD-160,2024-02-17,2024-02-20,Second Class,CUST-128,PROD-038,7,0.1
ORD-161,2024-10-30,2024-11-01,Third Class,CUST-992,PROD-046,8,0.1
ORD-162,2024-02-11,2024-02-13,Second Class,CUST-885,PROD-053,7,0.2
ORD-163,2024-10-17,2024-10-21,Second Class,CUST-994,PROD-034,3,0.2
ORD-164,2024-06-29,2024-06-30,Same Day,CUST-542,PROD-021,8,0.1
ORD-165,2024-11-05,2024-11-08,Second Class,CUST-149,PROD-059,8,0.1
ORD-166,2024-02-01,2024-02-06,First Class,CUST-027,PROD-027,6,0
ORD-167,2024-01-02,2024-01-03,Third Class,CUST-045,PROD-075,4,0.2
ORD-168,2024-11-07,2024-11-11,First Class,CUST-866,PROD-093,4,0
ORD-169,2024-08-21,2024-08-23,First Class,CUST-605,PROD-019,6,0.1
ORD-170,2024-04-02,2024-04-04,Same Day,CUST-753,PROD-086,3,0.1
ORD-171,2024-09-28,2024-10-01,Third Class,CUST-411,PROD-044,4,0.1
ORD-172,2024-10-22,2024-10-28,Same Day,CUST-486,PROD-002,5,0.2
ORD-173,2024-01-31,2024-02-03,First Class,CUST-857,PROD-085,4,0
ORD-174,2024-06-05,2024-06-11,Third Class,CUST-559,PROD-088,10,0.1
ORD-175,2024-09-15,2024-09-18,Second Class,CUST-874,PROD-048,10,0.1
ORD-176,2024-07-09,2024-07-12,Same Day,CUST-632,PROD-041,5,0.2
ORD-177,2024-05-14,2024-05-17,Second Class,CUST-694,PROD-099,5,0.2
ORD-178,2024-10-16,2024-10-23,Same Day,CUST-858,PROD-063,10,0
ORD-179,2024-10-22,2024-10-28,Same Day,CUST-373,PROD-043,6,0.1
ORD-180,2024-01-12,2024-01-14,Same Day,CUST-033,PROD-080,2,0
ORD-181,2024-06-12,2024-06-19,Second Class,CUST-298,PROD-023,5,0.2
ORD-182,2024-04-13,2024-04-16,Same Day,CUST-542,PROD-039,4,0
ORD-183,2024-10-31,2024-11-06,Third Class,CUST-888,PROD-100,1,0.2
ORD-184,2024-04-15,2024-04-18,Same Day,CUST-142,PROD-029,2,0.2
ORD-185,2024-08-03,2024-08-10,Same Day,CUST-176,PROD-009,8,0.2
ORD-186,2024-12-27,2024-12-28,Third Class,CUST-323,PROD-085,3,0
ORD-187,2024-05-23,2024-05-30,First Class,CUST-755,PROD-007,8,0.2
ORD-188,2024-12-01,2024-12-05,Second Class,CUST-514,PROD-064,9,0.1
ORD-189,2024-08-15,2024-08-18,First Class,CUST-350,PROD-064,10,0.2
ORD-190,2024-11-07,2024-11-11,First Class,CUST-181,PROD-053,9,0.2
ORD-191,2024-07-12,2024-07-13,Third Class,CUST-224,PROD-087,1,0.2
ORD-192,2024-02-03,2024-02-05,First Class,CUST-548,PROD-030,7,0.2
ORD-193,2024-01-22,2024-01-23,First Class,CUST-634,PROD-092,7,0.2
ORD-194,2024-10-10,2024-10-11,Same Day,CUST-044,PROD-066,1,0.2
ORD-195,2024-04-13,2024-04-19,Third Class,CUST-075,PROD-008,2,0.2
ORD-196,2024-06-12,2024-06-15,Third Class,CUST-788,PROD-061,4,0.1
ORD-197,2024-04-04,2024-04-06,First Class,CUST-119,PROD-091,9,0.1
ORD-198,2024-11-01,2024-11-03,First Class,CUST-544,PROD-025,4,0
ORD-199,2024-08-14,2024-08-17,Second Class,CUST-983,PROD-061,7,0.2
ORD-200,2024-02-14,2024-02-18,Second Class,CUST-888,PROD-033,5,0
ORD-201,2024-03-23,2024-03-28,Second Class,CUST-764,PROD-082,7,0.1
ORD-202,2024-12-03,2024-12-04,Third Class,CUST-359,PROD-060,1,0.2
ORD-203,2024-11-07,2024-11-13,Same Day,CUST-478,PROD-055,3,0.2
ORD-204,2024-01-02,2024-01-04,Second Class,CUST-294,PROD-007,8,0.1
ORD-205,2024-01-10,2024-01-16,Third Class,CUST-689,PROD-063,10,0
ORD-206,2024-10-28,2024-11-03,Second Class,CUST-585,PROD-002,7,0
ORD-207,2024-02-24,2024-02-27,Second Class,CUST-767,PROD-082,5,0
ORD-208,2024-03-23,2024-03-28,Third Class,CUST-685,PROD-091,2,0.1
ORD-209,2024-12-03,2024-12-04,Second Class,CUST-798,PROD-026,8,0.2
ORD-210,2024-02-08,2024-02-10,First Class,CUST-158,PROD-097,10,0.2
ORD-211,2024-04-07,2024-04-08,Same Day,CUST-262,PROD-033,3,0.2
ORD-212,2024-03-09,2024-03-11,First Class,CUST-809,PROD-047,4,0.2
ORD-213,2024-06-13,2024-06-15,Third Class,CUST-603,PROD-040,10,0.2
ORD-214,2024-11-13,2024-11-18,First Class,CUST-831,PROD-007,6,0.1
ORD-215,2024-05-13,2024-05-18,Same Day,CUST-018,PROD-067,4,0.2
ORD-216,2024-12-10,2024-12-15,Third Class,CUST-911,PROD-029,2,0
ORD-217,2024-09-26,2024-10-02,First Class,CUST-104,PROD-093,2,0
ORD-218,2024-05-16,2024-05-20,Third Class,CUST-149,PROD-043,2,0.2
ORD-219,2024-08-03,2024-08-05,First Class,CUST-928,PROD-030,8,0.2
ORD-220,2024-01-09,2024-01-14,Second Class,CUST-860,PROD-081,4,0.1
ORD-221,2024-10-09,2024-10-12,First Class,CUST-231,PROD-044,6,0.1
ORD-222,2024-06-01,2024-06-03,Third Class,CUST-165,PROD-091,8,0
ORD-223,2024-05-11,2024-05-14,First Class,CUST-514,PROD-012,4,0
ORD-224,2024-02-13,2024-02-16,Third Class,CUST-727,PROD-075,7,0
ORD-225,2024-03-16,2024-03-20,Same Day,CUST-972,PROD-066,2,0.2
ORD-226,2024-04-25,2024-04-27,First Class,CUST-479,PROD-080,8,0
ORD-227,2024-10-05,2024-10-10,Third Class,CUST-188,PROD-005,10,0
ORD-228,2024-12-11,2024-12-13,Same Day,CUST-297,PROD-062,7,0.1
ORD-229,2024-02-04,2024-02-09,Third Class,CUST-860,PROD-051,1,0.1
ORD-230,2024-07-14,2024-07-19,Second Class,CUST-488,PROD-063,5,0.1
ORD-231,2024-01-17,2024-01-19,Second Class,CUST-417,PROD-063,5,0.1
ORD-232,2024-08-10,2024-08-16,Third Class,CUST-402,PROD-019,4,0.2
ORD-233,2024-10-04,2024-10-09,Same Day,CUST-950,PROD-038,1,0
ORD-234,2024-08-16,2024-08-17,Same Day,CUST-161,PROD-051,9,0.2
ORD-235,2024-03-31,2024-04-07,Same Day,CUST-957,PROD-018,8,0
ORD-236,2024-12-16,2024-12-18,First Class,CUST-135,PROD-090,3,0.2
ORD-237,2024-10-08,2024-10-09,Same Day,CUST-188,PROD-094,5,0.1
ORD-238,2024-02-06,2024-02-09,Second Class,CUST-860,PROD-060,1,0.2
ORD-239,2024-01-08,2024-01-12,Same Day,CUST-605,PROD-037,6,0.2
ORD-240,2024-07-08,2024-07-13,Second Class,CUST-848,PROD-051,10,0.1
ORD-241,2024-05-12,2024-05-15,First Class,CUST-414,PROD-010,9,0.2
ORD-242,2024-09-28,2024-10-05,Same Day,CUST-127,PROD-019,6,0.1
ORD-243,2024-03-10,2024-03-17,Second Class,CUST-884,PROD-018,8,0
ORD-244,2024-11-07,2024-11-10,Second Class,CUST-807,PROD-081,5,0.1
ORD-245,2024-01-26,2024-01-27,Third Class,CUST-992,PROD-038,8,0.2
ORD-246,2024-08-10,2024-08-17,Third Class,CUST-327,PROD-048,6,0.2
ORD-247,2024-10-31,2024-11-06,First Class,CUST-425,PROD-019,6,0
ORD-248,2024-12-30,2025-01-04,First Class,CUST-487,PROD-030,3,0.1
ORD-249,2024-03-15,2024-03-19,First Class,CUST-104,PROD-016,8,0.1
ORD-250,2024-06-23,2024-06-24,Same Day,CUST-825,PROD-078,6,0
ORD-251,2024-11-12,2024-11-14,Second Class,CUST-652,PROD-074,5,0
ORD-252,2024-04-09,2024-04-11,First Class,CUST-787,PROD-007,7,0.2
ORD-253,2024-01-23,2024-01-30,Same Day,CUST-883,PROD-082,9,0.2
ORD-254,2024-02-19,2024-02-23,Third Class,CUST-018,PROD-059,5,0
ORD-255,2024-03-25,2024-03-27,Third Class,CUST-980,PROD-018,1,0.2
ORD-256,2024-07-20,2024-07-22,First Class,CUST-467,PROD-016,10,0.1
ORD-257,2024-03-04,2024-03-07,Same Day,CUST-130,PROD-083,8,0
ORD-258,2024-12-03,2024-12-09,Same Day,CUST-573,PROD-035,3,0.2
ORD-259,2024-03-11,2024-03-17,First Class,CUST-369,PROD-057,4,0
ORD-260,2024-09-15,2024-09-22,Second Class,CUST-255,PROD-082,4,0
ORD-261,2024-09-15,2024-09-16,Second Class,CUST-654,PROD-011,10,0.2
ORD-262,2024-02-02,2024-02-06,First Class,CUST-239,PROD-079,8,0
ORD-263,2024-12-21,2024-12-23,Second Class,CUST-856,PROD-093,8,0
ORD-264,2024-06-12,2024-06-16,Third Class,CUST-223,PROD-073,8,0.2
ORD-265,2024-11-04,2024-11-05,First Class,CUST-751,PROD-017,2,0.1
ORD-266,2024-04-01,2024-04-08,Third Class,CUST-184,PROD-070,3,0
ORD-267,2024-09-07,2024-09-09,First Class,CUST-502,PROD-004,8,0
ORD-268,2024-01-01,2024-01-04,Same Day,CUST-089,PROD-072,6,0.2
ORD-269,2024-05-27,2024-05-30,Third Class,CUST-126,PROD-042,4,0.1
ORD-270,2024-09-08,2024-09-12,Third Class,CUST-178,PROD-091,5,0.2
ORD-271,2024-05-26,2024-06-02,Same Day,CUST-011,PROD-094,9,0.1
ORD-272,2024-01-15,2024-01-21,Same Day,CUST-959,PROD-042,1,0.2
ORD-273,2024-12-08,2024-12-09,Same Day,CUST-588,PROD-066,6,0.2
ORD-274,2024-10-23,2024-10-28,Third Class,CUST-809,PROD-022,9,0.1
ORD-275,2024-08-11,2024-08-12,First Class,CUST-575,PROD-090,6,0
ORD-276,2024-09-29,2024-10-02,Second Class,CUST-144,PROD-047,2,0.1
ORD-277,2024-06-04,2024-06-11,Second Class,CUST-631,PROD-038,2,0.1
ORD-278,2024-07-03,2024-07-07,Second Class,CUST-726,PROD-023,2,0
ORD-279,2024-03-30,2024-04-05,Same Day,CUST-263,PROD-042,3,0.1
ORD-280,2024-09-24,2024-09-25,First Class,CUST-083,PROD-094,2,0.2
ORD-281,2024-03-05,2024-03-06,Third Class,CUST-695,PROD-035,1,0
ORD-282,2024-11-19,2024-11-22,Third Class,CUST-451,PROD-019,6,0
ORD-283,2024-05-14,2024-05-19,Third Class,CUST-029,PROD-025,3,0.2
ORD-284,2024-08-03,2024-08-10,First Class,CUST-062,PROD-076,9,0.2
ORD-285,2024-08-24,2024-08-26,Same Day,CUST-830,PROD-051,5,0.2
ORD-286,2024-03-03,2024-03-09,First Class,CUST-965,PROD-056,3,0.1
ORD-287,2024-12-17,2024-12-23,Second Class,CUST-051,PROD-059,1,0
ORD-288,2024-05-18,2024-05-22,Same Day,CUST-442,PROD-068,3,0
ORD-289,2024-06-28,2024-07-01,Third Class,CUST-124,PROD-084,6,0
ORD-290,2024-08-29,2024-09-01,Same Day,CUST-820,PROD-019,3,0
ORD-291,2024-02-02,2024-02-08,Second Class,CUST-886,PROD-076,10,0
ORD-292,2024-03-27,2024-03-31,Third Class,CUST-051,PROD-025,5,0
ORD-293,2024-08-22,2024-08-29,Second Class,CUST-017,PROD-033,7,0.1
ORD-294,2024-01-23,2024-01-30,Third Class,CUST-487,PROD-063,7,0
ORD-295,2024-09-08,2024-09-13,First Class,CUST-131,PROD-084,9,0.1
ORD-296,2024-12-18,2024-12-25,Same Day,CUST-910,PROD-075,10,0
ORD-297,2024-11-28,2024-12-03,Third Class,CUST-373,PROD-008,6,0.2
ORD-298,2024-05-23,2024-05-29,First Class,CUST-603,PROD-030,8,0.2
ORD-299,2024-09-29,2024-10-06,First Class,CUST-045,PROD-092,6,0.1
ORD-300,2024-08-16,2024-08-22,Second Class,CUST-196,PROD-091,1,0
ORD-301,2024-05-05,2024-05-12,Third Class,CUST-894,PROD-065,9,0.2
ORD-302,2024-07-21,2024-07-23,Second Class,CUST-759,PROD-020,7,0
ORD-303,2024-01-30,2024-02-02,First Class,CUST-500,PROD-033,7,0
ORD-304,2024-05-01,2024-05-06,First Class,CUST-353,PROD-038,8,0
ORD-305,2024-02-12,2024-02-19,First Class,CUST-416,PROD-096,7,0.1
ORD-306,2024-12-02,2024-12-05,Third Class,CUST-524,PROD-029,3,0.2
ORD-307,2024-12-29,2024-12-30,Second Class,CUST-415,PROD-034,3,0.1
ORD-308,2024-08-27,2024-08-30,Same Day,CUST-801,PROD-017,9,0.2
ORD-309,2024-02-21,2024-02-23,Third Class,CUST-381,PROD-010,10,0
ORD-310,2024-01-21,2024-01-22,First Class,CUST-100,PROD-011,9,0.2
ORD-311,2024-10-13,2024-10-15,Same Day,CUST-239,PROD-014,7,0.2
ORD-312,2024-08-02,2024-08-05,Same Day,CUST-774,PROD-002,4,0.2
ORD-313,2024-07-21,2024-07-26,Third Class,CUST-685,PROD-077,6,0.1
ORD-314,2024-01-18,2024-01-19,Same Day,CUST-690,PROD-062,10,0
ORD-315,2024-10-13,2024-10-15,Second Class,CUST-499,PROD-061,9,0.2
ORD-316,2024-09-02,2024-09-06,Second Class,CUST-356,PROD-093,4,0
ORD-317,2024-11-22,2024-11-25,First Class,CUST-014,PROD-019,2,0
ORD-318,2024-07-20,2024-07-24,First Class,CUST-474,PROD-065,6,0
ORD-319,2024-04-16,2024-04-17,Third Class,CUST-848,PROD-098,6,0.2
ORD-320,2024-01-25,2024-01-31,Same Day,CUST-494,PROD-023,6,0.1
ORD-321,2024-11-11,2024-11-15,Third Class,CUST-896,PROD-100,5,0.2
ORD-322,2024-11-14,2024-11-18,Third Class,CUST-585,PROD-032,5,0.2
ORD-323,2024-11-10,2024-11-15,Third Class,CUST-189,PROD-063,4,0
ORD-324,2024-06-15,2024-06-19,First Class,CUST-657,PROD-088,6,0
ORD-325,2024-12-18,2024-12-25,Same Day,CUST-719,PROD-100,7,0.2
ORD-326,2024-03-05,2024-03-10,Third Class,CUST-517,PROD-098,3,0.2
ORD-327,2024-12-09,2024-12-14,Second Class,CUST-076,PROD-039,9,0.1
ORD-328,2024-10-23,2024-10-27,First Class,CUST-672,PROD-052,5,0.1
ORD-329,2024-12-27,2025-01-03,First Class,CUST-614,PROD-015,7,0
ORD-330,2024-12-02,2024-12-08,First Class,CUST-030,PROD-012,10,0.2
