Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity,Discount
ORD-026,2022-11-29,2022-12-05,Second Class,CUST-271,PROD-023,9,0.2
ORD-027,2022-04-15,2022-04-21,First Class,CUST-574,PROD-098,3,0.2
ORD-028,2022-08-05,2022-08-06,Second Class,CUST-392,PROD-010,5,0.1
ORD-029,2022-06-15,2022-06-17,First Class,CUST-124,PROD-098,4,0.1
ORD-030,2022-12-10,2022-12-14,First Class,CUST-458,PROD-069,9,0
ORD-031,2022-09-25,2022-09-30,Same Day,CUST-901,PROD-064,3,0
ORD-032,2022-01-07,2022-01-11,Third Class,CUST-240,PROD-016,8,0.1
ORD-033,2022-10-28,2022-10-29,First Class,CUST-471,PROD-094,6,0.2
ORD-034,2022-12-24,2022-12-28,Third Class,CUST-383,PROD-067,4,0
ORD-035,2022-01-23,2022-01-27,Third Class,CUST-212,PROD-095,4,0
ORD-036,2022-12-24,2022-12-25,Third Class,CUST-592,PROD-038,4,0
ORD-037,2022-12-19,2022-12-20,Third Class,CUST-089,PROD-091,3,0.1
ORD-038,2022-09-02,2022-09-04,Third Class,CUST-025,PROD-078,9,0
ORD-039,2022-06-22,2022-06-28,Third Class,CUST-317,PROD-061,2,0
ORD-040,2022-02-22,2022-02-26,Same Day,CUST-824,PROD-051,3,0.1
ORD-041,2022-11-28,2022-12-04,Second Class,CUST-558,PROD-075,4,0
ORD-042,2022-02-04,2022-02-11,Third Class,CUST-626,PROD-048,6,0
ORD-043,2022-07-15,2022-07-16,First Class,CUST-232,PROD-075,7,0.1
ORD-044,2022-10-08,2022-10-13,Same Day,CUST-265,PROD-079,7,0.2
ORD-045,2022-06-15,2022-06-20,First Class,CUST-432,PROD-100,6,0.2
ORD-046,2022-08-13,2022-08-14,Same Day,CUST-545,PROD-067,2,0.1
ORD-047,2022-11-11,2022-11-12,Second Class,CUST-017,PROD-049,2,0
ORD-048,2022-11-01,2022-11-03,First Class,CUST-836,PROD-084,10,0.2
ORD-049,2022-02-17,2022-02-21,First Class,CUST-266,PROD-045,5,0
ORD-050,2022-04-04,2022-04-10,Second Class,CUST-853,PROD-015,2,0
ORD-051,2022-11-20,2022-11-27,Third Class,CUST-789,PROD-085,3,0
ORD-052,2022-11-06,2022-11-12,First Class,CUST-522,PROD-061,4,0
ORD-053,2022-11-22,2022-11-23,Third Class,CUST-620,PROD-094,4,0.2
ORD-054,2022-04-15,2022-04-17,Third Class,CUST-787,PROD-087,9,0
ORD-055,2022-11-26,2022-12-01,First Class,CUST-707,PROD-050,10,0
ORD-056,2022-07-08,2022-07-11,Third Class,CUST-550,PROD-096,8,0
ORD-057,2022-07-18,2022-07-25,Third Class,CUST-248,PROD-004,6,0
ORD-058,2022-06-08,2022-06-11,Same Day,CUST-584,PROD-095,3,0.2
ORD-059,2022-07-29,2022-08-01,Third Class,CUST-391,PROD-085,7,0.1
ORD-060,2022-07-13,2022-07-20,First Class,CUST-783,PROD-069,1,0
ORD-061,2022-01-05,2022-01-07,Third Class,CUST-476,PROD-099,5,0
ORD-062,2022-10-25,2022-10-30,Same Day,CUST-021,PROD-017,1,0
ORD-063,2022-03-07,2022-03-10,Second Class,CUST-688,PROD-015,8,0
ORD-064,2022-11-11,2022-11-15,Third Class,CUST-214,PROD-032,3,0.1
ORD-065,2022-09-15,2022-09-16,First Class,CUST-021,PROD-054,2,0.1
ORD-066,2022-10-09,2022-10-12,Same Day,CUST-291,PROD-008,7,0.1
ORD-067,2022-07-27,2022-07-30,Second Class,CUST-167,PROD-008,7,0.1
ORD-068,2022-07-11,2022-07-13,Second Class,CUST-878,PROD-061,2,0.1
ORD-069,2022-07-23,2022-07-26,Same Day,CUST-850,PROD-074,3,0
ORD-070,2022-10-02,2022-10-06,Second Class,CUST-269,PROD-015,6,0.1
ORD-071,2022-10-11,2022-10-16,Second Class,CUST-986,PROD-050,1,0.2
ORD-072,2022-11-21,2022-11-27,Same Day,CUST-949,PROD-083,9,0
ORD-073,2022-08-05,2022-08-09,Same Day,CUST-017,PROD-028,10,0.2
ORD-074,2022-12-06,2022-12-08,First Class,CUST-182,PROD-085,3,0.1
ORD-075,2022-08-14,2022-08-18,Third Class,CUST-298,PROD-011,8,0
ORD-076,2022-07-09,2022-07-15,Same Day,CUST-685,PROD-036,1,0
ORD-077,2022-12-09,2022-12-15,Same Day,CUST-145,PROD-096,2,0.1
ORD-078,2022-05-13,2022-05-19,Third Class,CUST-946,PROD-066,2,0
ORD-079,2022-06-16,2022-06-17,Second Class,CUST-031,PROD-045,6,0
ORD-080,2022-10-08,2022-10-13,Second Class,CUST-547,PROD-077,1,0
ORD-081,2022-03-30,2022-04-05,Second Class,CUST-787,PROD-092,3,0
ORD-082,2022-05-24,2022-05-26,Second Class,CUST-557,PROD-081,5,0.2
ORD-083,2022-09-13,2022-09-19,Second Class,CUST-446,PROD-045,4,0.1
ORD-084,2022-01-22,2022-01-27,Third Class,CUST-461,PROD-027,6,0
ORD-085,2022-10-19,2022-10-25,First Class,CUST-017,PROD-033,6,0.2
ORD-086,2022-08-07,2022-08-09,Second Class,CUST-577,PROD-026,6,0.1
ORD-087,2022-01-10,2022-01-13,Same Day,CUST-459,PROD-068,3,0.2
ORD-088,2022-03-15,2022-03-18,Same Day,CUST-523,PROD-016,6,0.2
ORD-089,2022-06-18,2022-06-19,Third Class,CUST-001,PROD-023,3,0.1
ORD-090,2022-02-22,2022-02-27,Same Day,CUST-570,PROD-061,3,0.2
ORD-091,2022-05-14,2022-05-20,Third Class,CUST-651,PROD-015,10,0.1
ORD-092,2022-06-15,2022-06-21,Third Class,CUST-843,PROD-093,4,0.1
ORD-093,2022-01-20,2022-01-26,First Class,CUST-139,PROD-077,5,0
ORD-094,2022-01-30,2022-02-01,Second Class,CUST-426,PROD-043,8,0.2
ORD-095,2022-12-07,2022-12-10,Third Class,CUST-256,PROD-083,10,0
ORD-096,2022-06-23,2022-06-24,Third Class,CUST-986,PROD-084,1,0.2
ORD-097,2022-05-26,2022-05-31,Same Day,CUST-805,PROD-086,2,0.1
ORD-098,2022-01-07,2022-01-11,Third Class,CUST-790,PROD-065,7,0.2
ORD-099,2022-12-02,2022-12-08,Third Class,CUST-411,PROD-075,3,0.1
ORD-100,2022-11-13,2022-11-19,Second Class,CUST-984,PROD-004,2,0.1
ORD-101,2022-07-28,2022-08-04,Third Class,CUST-700,PROD-030,1,0
ORD-102,2022-11-15,2022-11-22,Second Class,CUST-312,PROD-035,1,0
ORD-103,2022-04-01,2022-04-02,First Class,CUST-804,PROD-055,9,0
ORD-104,2022-01-29,2022-02-01,Second Class,CUST-652,PROD-020,9,0.2
ORD-105,2022-12-02,2022-12-03,Same Day,CUST-736,PROD-057,5,0
ORD-106,2022-10-06,2022-10-11,Same Day,CUST-670,PROD-013,8,0.1
ORD-107,2022-01-20,2022-01-26,Third Class,CUST-560,PROD-016,6,0.1
ORD-108,2022-07-12,2022-07-15,First Class,CUST-167,PROD-044,4,0.1
ORD-109,2022-06-28,2022-07-05,Same Day,CUST-698,PROD-054,3,0.1
ORD-110,2022-06-04,2022-06-09,First Class,CUST-269,PROD-062,3,0
ORD-111,2022-11-26,2022-11-27,Third Class,CUST-509,PROD-093,10,0
ORD-112,2022-09-30,2022-10-05,Same Day,CUST-586,PROD-014,2,0.1
ORD-113,2022-09-09,2022-09-10,Same Day,CUST-210,PROD-097,1,0.1
ORD-114,2022-04-08,2022-04-10,First Class,CUST-095,PROD-085,4,0.1
ORD-115,2022-07-04,2022-07-06,Same Day,CUST-937,PROD-040,7,0.2
ORD-116,2022-04-17,2022-04-18,Same Day,CUST-875,PROD-020,10,0
ORD-117,2022-09-14,2022-09-16,Third Class,CUST-948,PROD-018,5,0.1
ORD-118,2022-01-22,2022-01-28,First Class,CUST-190,PROD-014,1,0
ORD-119,2022-11-06,2022-11-11,Third Class,CUST-608,PROD-046,10,0.2
ORD-120,2022-01-25,2022-01-31,First Class,CUST-134,PROD-027,2,0.2
ORD-121,2022-03-15,2022-03-17,First Class,CUST-667,PROD-049,10,0.1
ORD-122,2022-11-09,2022-11-14,First Class,CUST-769,PROD-042,4,0
ORD-123,2022-02-04,2022-02-09,Second Class,CUST-688,PROD-006,8,0.2
ORD-124,2022-06-24,2022-07-01,Same Day,CUST-004,PROD-041,1,0.2
ORD-125,2022-11-19,2022-11-22,Third Class,CUST-036,PROD-027,9,0.2
ORD-126,2022-08-23,2022-08-25,Second Class,CUST-291,PROD-040,1,0.2
ORD-127,2022-05-03,2022-05-05,First Class,CUST-969,PROD-032,1,0.2
ORD-128,2022-06-01,2022-06-02,Same Day,CUST-742,PROD-077,4,0.2
ORD-129,2022-12-11,2022-12-13,First Class,CUST-070,PROD-088,3,0.2
ORD-130,2022-07-25,2022-08-01,Same Day,CUST-191,PROD-067,10,0
ORD-131,2022-08-24,2022-08-26,Same Day,CUST-932,PROD-058,7,0
ORD-132,2022-09-23,2022-09-25,Same Day,CUST-239,PROD-087,8,0
ORD-133,2022-11-03,2022-11-08,Same Day,CUST-963,PROD-041,10,0.1
ORD-134,2022-09-09,2022-09-14,First Class,CUST-920,PROD-051,8,0.2
ORD-135,2022-05-17,2022-05-19,First Class,CUST-719,PROD-078,3,0.1
ORD-136,2022-02-13,2022-02-14,Same Day,CUST-293,PROD-039,4,0.1
ORD-137,2022-09-11,2022-09-17,Third Class,CUST-344,PROD-039,1,0
ORD-138,2022-01-19,2022-01-20,Same Day,CUST-975,PROD-075,3,0.2
ORD-139,2022-06-29,2022-07-04,Second Class,CUST-283,PROD-058,9,0.1
ORD-140,2022-09-14,2022-09-15,First Class,CUST-616,PROD-099,7,0.2
ORD-141,2022-12-09,2022-12-16,Second Class,CUST-030,PROD-034,10,0.1
ORD-142,2022-08-26,2022-09-02,Second Class,CUST-910,PROD-049,8,0.1
ORD-143,2022-07-13,2022-07-15,Third Class,CUST-655,PROD-094,2,0
ORD-144,2022-02-09,2022-02-15,Third Class,CUST-739,PROD-065,7,0.2
ORD-145,2022-08-01,2022-08-05,Third Class,CUST-824,PROD-074,6,0.1
ORD-146,2022-01-12,2022-01-16,Same Day,CUST-852,PROD-035,3,0.1
ORD-147,2022-01-01,2022-01-06,First Class,CUST-581,PROD-065,10,0.2
ORD-148,2022-02-06,2022-02-09,First Class,CUST-100,PROD-038,10,0.2
ORD-149,2022-07-14,2022-07-19,First Class,CUST-993,PROD-011,10,0
ORD-150,2022-02-18,2022-02-24,First Class,CUST-605,PROD-083,6,0.2
ORD-151,2022-07-24,2022-07-29,Third Class,CUST-727,PROD-075,6,0
ORD-152,2022-06-07,2022-06-12,Second Class,CUST-745,PROD-022,3,0.2
ORD-153,2022-11-13,2022-11-20,Third Class,CUST-291,PROD-071,7,0
ORD-154,2022-11-21,2022-11-27,First Class,CUST-102,PROD-096,4,0.1
ORD-155,2022-05-17,2022-05-19,Same Day,CUST-410,PROD-011,10,0.1
ORD-156,2022-04-28,2022-05-01,First Class,CUST-126,PROD-085,4,0.1
ORD-157,2022-07-13,2022-07-18,First Class,CUST-607,PROD-045,5,0.1
ORD-158,2022-09-09,2022-09-16,Second Class,CUST-010,PROD-009,6,0.2
ORD-159,2022-01-15,2022-01-16,Third Class,CUST-884,PROD-074,6,0.1
ORD-160,2022-04-20,2022-04-23,First Class,CUST-544,PROD-002,2,0
ORD-161,2022-09-19,2022-09-23,Second Class,CUST-274,PROD-052,2,0
ORD-162,2022-07-05,2022-07-11,Third Class,CUST-323,PROD-064,9,0.2
ORD-163,2022-06-20,2022-06-22,Second Class,CUST-840,PROD-091,7,0
ORD-164,2022-09-10,2022-09-15,Third Class,CUST-116,PROD-011,4,0.2
ORD-165,2022-08-01,2022-08-06,Same Day,CUST-749,PROD-059,3,0.2
ORD-166,2022-08-01,2022-08-02,Third Class,CUST-251,PROD-100,5,0
ORD-167,2022-08-16,2022-08-20,First Class,CUST-136,PROD-001,1,0.1
ORD-168,2022-12-14,2022-12-17,Second Class,CUST-536,PROD-080,7,0.1
ORD-169,2022-07-26,2022-07-29,Second Class,CUST-412,PROD-031,7,0.1
ORD-170,2022-02-12,2022-02-13,Third Class,CUST-334,PROD-044,1,0.2
ORD-171,2022-06-10,2022-06-14,Third Class,CUST-969,PROD-074,9,0.2
ORD-172,2022-10-14,2022-10-15,Third Class,CUST-769,PROD-039,7,0.1
ORD-173,2022-10-03,2022-10-08,Third Class,CUST-796,PROD-009,6,0
ORD-174,2022-04-21,2022-04-28,First Class,CUST-902,PROD-084,1,0.2
ORD-175,2022-06-22,2022-06-26,Same Day,CUST-679,PROD-079,5,0.1
ORD-176,2022-05-26,2022-05-30,Second Class,CUST-568,PROD-043,5,0.1
ORD-177,2022-04-28,2022-05-05,Second Class,CUST-187,PROD-046,3,0.2
ORD-178,2022-11-06,2022-11-10,Second Class,CUST-638,PROD-059,1,0
ORD-179,2022-05-17,2022-05-23,Third Class,CUST-971,PROD-015,3,0.1
ORD-180,2022-01-24,2022-01-30,Second Class,CUST-096,PROD-061,6,0
ORD-181,2022-04-22,2022-04-29,First Class,CUST-699,PROD-087,6,0.2
ORD-182,2022-06-29,2022-07-04,Third Class,CUST-326,PROD-017,10,0
ORD-183,2022-12-10,2022-12-14,Same Day,CUST-150,PROD-062,7,0.1
ORD-184,2022-10-23,2022-10-26,Second Class,CUST-185,PROD-055,4,0.2
ORD-185,2022-01-27,2022-01-30,First Class,CUST-531,PROD-053,1,0
ORD-186,2022-10-01,2022-10-07,First Class,CUST-931,PROD-012,3,0.1
ORD-187,2022-02-15,2022-02-17,Third Class,CUST-863,PROD-077,5,0.1
ORD-188,2022-01-08,2022-01-10,First Class,CUST-319,PROD-076,8,0.1
ORD-189,2022-01-08,2022-01-14,Same Day,CUST-244,PROD-057,9,0.2
ORD-190,2022-08-04,2022-08-08,Second Class,CUST-235,PROD-048,3,0.1
ORD-191,2022-10-11,2022-10-14,Third Class,CUST-236,PROD-022,5,0.2
ORD-192,2022-02-06,2022-02-07,Second Class,CUST-061,PROD-066,2,0
ORD-193,2022-01-22,2022-01-28,First Class,CUST-939,PROD-052,2,0.1
ORD-194,2022-08-29,2022-09-04,Third Class,CUST-658,PROD-090,3,0
ORD-195,2022-09-09,2022-09-12,Second Class,CUST-261,PROD-070,4,0.2
ORD-196,2022-01-23,2022-01-29,Same Day,CUST-166,PROD-098,2,0.1
ORD-197,2022-08-30,2022-09-01,First Class,CUST-531,PROD-044,7,0.2
ORD-198,2022-03-28,2022-03-31,Same Day,CUST-159,PROD-079,6,0.2
ORD-199,2022-12-30,2023-01-04,Same Day,CUST-632,PROD-032,8,0.2
ORD-200,2022-07-11,2022-07-13,Third Class,CUST-092,PROD-097,7,0.1
ORD-201,2022-10-04,2022-10-05,First Class,CUST-320,PROD-049,6,0.1
ORD-202,2022-04-06,2022-04-08,Second Class,CUST-012,PROD-072,3,0.2
ORD-203,2022-03-12,2022-03-15,Same Day,CUST-228,PROD-081,5,0
ORD-204,2022-06-12,2022-06-17,Same Day,CUST-158,PROD-010,8,0.2
ORD-205,2022-06-01,2022-06-07,Third Class,CUST-542,PROD-028,10,0.1
ORD-206,2022-08-09,2022-08-10,Same Day,CUST-836,PROD-008,1,0
ORD-207,2022-04-15,2022-04-17,Same Day,CUST-604,PROD-023,1,0.1
ORD-208,2022-03-13,2022-03-20,Second Class,CUST-633,PROD-045,10,0.1
ORD-209,2022-04-19,2022-04-26,Second Class,CUST-318,PROD-026,6,0.2
ORD-210,2022-01-14,2022-01-15,Second Class,CUST-016,PROD-093,9,0
ORD-211,2022-10-17,2022-10-21,Second Class,CUST-752,PROD-062,2,0.1
ORD-212,2022-01-20,2022-01-26,First Class,CUST-457,PROD-038,5,0
ORD-213,2022-01-26,2022-01-28,First Class,CUST-476,PROD-085,2,0.2
ORD-214,2022-02-12,2022-02-14,Second Class,CUST-020,PROD-048,9,0.2
ORD-215,2022-07-28,2022-07-29,First Class,CUST-502,PROD-016,7,0.1
ORD-216,2022-09-21,2022-09-28,Second Class,CUST-019,PROD-051,7,0.2
ORD-217,2022-10-08,2022-10-14,Same Day,CUST-335,PROD-006,6,0
ORD-218,2022-06-12,2022-06-19,Same Day,CUST-133,PROD-021,9,0.2
ORD-219,2022-11-10,2022-11-13,Second Class,CUST-656,PROD-097,7,0.1
ORD-220,2022-09-23,2022-09-30,Second Class,CUST-174,PROD-016,8,0
ORD-221,2022-06-27,2022-06-30,Third Class,CUST-611,PROD-033,10,0.1
ORD-222,2022-08-04,2022-08-08,First Class,CUST-237,PROD-058,2,0.1
ORD-223,2022-03-10,2022-03-11,First Class,CUST-323,PROD-091,7,0.2
ORD-224,2022-12-15,2022-12-21,First Class,CUST-272,PROD-047,9,0.2
ORD-225,2022-06-04,2022-06-07,First Class,CUST-696,PROD-065,4,0
ORD-226,2022-10-20,2022-10-22,Second Class,CUST-805,PROD-060,5,0.2
ORD-227,2022-05-23,2022-05-27,First Class,CUST-239,PROD-057,1,0.1
ORD-228,2022-02-08,2022-02-13,First Class,CUST-027,PROD-092,5,0.2
ORD-229,2022-02-10,2022-02-13,First Class,CUST-005,PROD-083,5,0.1
ORD-230,2022-07-16,2022-07-22,Same Day,CUST-084,PROD-086,8,0.1
ORD-231,2022-05-08,2022-05-13,Third Class,CUST-889,PROD-046,8,0.2
ORD-232,2022-04-08,2022-04-11,Second Class,CUST-374,PROD-089,5,0.1
ORD-233,2022-03-23,2022-03-24,First Class,CUST-953,PROD-041,8,0.2
ORD-234,2022-12-12,2022-12-19,Same Day,CUST-060,PROD-089,9,0.2
ORD-235,2022-11-20,2022-11-21,Second Class,CUST-604,PROD-022,10,0.2
ORD-236,2022-09-16,2022-09-18,Same Day,CUST-106,PROD-060,1,0
ORD-237,2022-08-23,2022-08-25,First Class,CUST-926,PROD-089,3,0.1
ORD-238,2022-04-14,2022-04-18,Second Class,CUST-904,PROD-015,4,0.1
ORD-239,2022-01-06,2022-01-09,Third Class,CUST-295,PROD-018,9,0.2
ORD-240,2022-08-21,2022-08-28,Third Class,CUST-288,PROD-016,8,0.2
ORD-241,2022-04-12,2022-04-17,Same Day,CUST-756,PROD-057,3,0
ORD-242,2022-09-10,2022-09-12,Third Class,CUST-965,PROD-090,2,0
ORD-243,2022-07-06,2022-07-08,First Class,CUST-552,PROD-057,6,0.2
ORD-244,2022-01-15,2022-01-21,Second Class,CUST-702,PROD-065,4,0
ORD-245,2022-01-26,2022-01-30,Second Class,CUST-094,PROD-100,8,0.1
ORD-246,2022-12-08,2022-12-10,Same Day,CUST-767,PROD-066,7,0.1
ORD-247,2022-04-06,2022-04-09,Same Day,CUST-715,PROD-048,7,0
ORD-248,2022-02-22,2022-02-25,First Class,CUST-658,PROD-069,5,0
ORD-249,2022-08-10,2022-08-14,Third Class,CUST-701,PROD-050,7,0.2
ORD-250,2022-08-04,2022-08-05,Second Class,CUST-365,PROD-058,3,0.2
ORD-251,2022-10-02,2022-10-05,Second Class,CUST-225,PROD-067,8,0.1
ORD-252,2022-07-31,2022-08-05,Same Day,CUST-352,PROD-013,7,0
ORD-253,2022-01-12,2022-01-19,First Class,CUST-182,PROD-052,2,0.2
ORD-254,2022-06-21,2022-06-22,Second Class,CUST-669,PROD-071,4,0.1
ORD-255,2022-03-27,2022-03-30,First Class,CUST-898,PROD-097,4,0.1
ORD-256,2022-10-13,2022-10-19,Same Day,CUST-522,PROD-021,2,0.1
ORD-257,2022-06-18,2022-06-23,First Class,CUST-347,PROD-010,2,0.2
ORD-258,2022-07-30,2022-07-31,Same Day,CUST-657,PROD-054,1,0.1
ORD-259,2022-11-12,2022-11-19,First Class,CUST-657,PROD-041,6,0
ORD-260,2022-05-26,2022-05-29,Third Class,CUST-994,PROD-053,3,0.2
ORD-261,2022-12-19,2022-12-26,Same Day,CUST-422,PROD-023,7,0.1
ORD-262,2022-08-17,2022-08-18,Same Day,CUST-567,PROD-073,1,0.1
ORD-263,2022-05-12,2022-05-19,Same Day,CUST-165,PROD-093,10,0
ORD-264,2022-12-19,2022-12-20,Third Class,CUST-706,PROD-091,2,0.1
ORD-265,2022-06-13,2022-06-18,First Class,CUST-718,PROD-050,10,0
ORD-266,2022-05-18,2022-05-25,Same Day,CUST-754,PROD-007,7,0.1
ORD-267,2022-06-07,2022-06-14,Second Class,CUST-434,PROD-075,10,0
ORD-268,2022-08-15,2022-08-21,First Class,CUST-815,PROD-063,5,0.1
ORD-269,2022-04-24,2022-04-30,Same Day,CUST-806,PROD-065,1,0.2
ORD-270,2022-01-15,2022-01-18,Same Day,CUST-462,PROD-077,8,0.2
ORD-271,2022-03-16,2022-03-17,Same Day,CUST-946,PROD-026,7,0.1
ORD-272,2022-02-09,2022-02-14,First Class,CUST-174,PROD-005,6,0.2
ORD-273,2022-07-10,2022-07-17,First Class,CUST-386,PROD-029,8,0
ORD-274,2022-11-25,2022-12-01,Same Day,CUST-974,PROD-041,5,0.2
ORD-275,2022-12-19,2022-12-25,Same Day,CUST-815,PROD-019,9,0
ORD-276,2022-03-21,2022-03-25,Second Class,CUST-057,PROD-018,9,0
ORD-277,2022-04-03,2022-04-07,Same Day,CUST-692,PROD-085,2,0.2
ORD-278,2022-05-01,2022-05-02,First Class,CUST-766,PROD-036,10,0.1
ORD-279,2022-12-16,2022-12-23,First Class,CUST-841,PROD-036,3,0.1
ORD-280,2022-01-31,2022-02-07,Third Class,CUST-544,PROD-053,10,0.2
ORD-281,2022-02-05,2022-02-10,Third Class,CUST-039,PROD-057,9,0.1
ORD-282,2022-02-26,2022-02-27,First Class,CUST-867,PROD-021,8,0.2
ORD-283,2022-01-15,2022-01-17,Third Class,CUST-124,PROD-097,3,0
ORD-284,2022-06-13,2022-06-19,Second Class,CUST-219,PROD-094,7,0
ORD-285,2022-05-27,2022-06-02,Same Day,CUST-063,PROD-095,9,0
ORD-286,2022-08-20,2022-08-23,Same Day,CUST-281,PROD-068,10,0
ORD-287,2022-05-16,2022-05-20,First Class,CUST-674,PROD-039,10,0.1
ORD-288,2022-03-03,2022-03-10,Same Day,CUST-042,PROD-096,4,0
ORD-289,2022-10-23,2022-10-28,Same Day,CUST-186,PROD-029,5,0.1
ORD-290,2022-08-29,2022-09-01,First Class,CUST-240,PROD-075,10,0
ORD-291,2022-10-30,2022-11-01,First Class,CUST-679,PROD-068,8,0.2
ORD-292,2022-05-01,2022-05-08,Third Class,CUST-011,PROD-064,7,0.1
ORD-293,2022-11-06,2022-11-09,Third Class,CUST-536,PROD-046,1,0.1
ORD-294,2022-11-13,2022-11-18,First Class,CUST-128,PROD-026,7,0.1
ORD-295,2022-10-16,2022-10-18,First Class,CUST-985,PROD-019,4,0
ORD-296,2022-12-01,2022-12-04,Same Day,CUST-049,PROD-017,10,0.1
ORD-297,2022-01-21,2022-01-23,Same Day,CUST-449,PROD-082,1,0.1
ORD-298,2022-03-02,2022-03-06,Second Class,CUST-998,PROD-097,6,0.1
ORD-299,2022-10-15,2022-10-20,Third Class,CUST-915,PROD-057,1,0.1
ORD-300,2022-09-06,2022-09-12,Second Class,CUST-260,PROD-090,4,0.1
ORD-301,2022-11-14,2022-11-20,Second Class,CUST-974,PROD-063,1,0
ORD-302,2022-06-08,2022-06-13,Same Day,CUST-917,PROD-012,10,0.1
ORD-303,2022-01-09,2022-01-12,Third Class,CUST-849,PROD-012,2,0
ORD-304,2022-05-12,2022-05-16,Third Class,CUST-011,PROD-073,10,0.2
ORD-305,2022-11-08,2022-11-09,Second Class,CUST-481,PROD-023,7,0.2
ORD-306,2022-05-15,2022-05-20,Third Class,CUST-755,PROD-021,10,0
ORD-307,2022-03-20,2022-03-22,Second Class,CUST-122,PROD-060,10,0.2
ORD-308,2022-07-12,2022-07-13,First Class,CUST-817,PROD-075,7,0
ORD-309,2022-04-20,2022-04-25,First Class,CUST-158,PROD-087,3,0.1
ORD-310,2022-04-21,2022-04-26,Same Day,CUST-813,PROD-019,9,0.1
ORD-311,2022-04-29,2022-05-01,Same Day,CUST-671,PROD-086,1,0
ORD-312,2022-09-14,2022-09-16,Same Day,CUST-858,PROD-035,2,0.2
ORD-313,2022-10-21,2022-10-28,Second Class,CUST-609,PROD-072,6,0
ORD-314,2022-04-14,2022-04-17,First Class,CUST-576,PROD-059,4,0
ORD-315,2022-01-08,2022-01-13,Same Day,CUST-296,PROD-100,8,0
ORD-316,2022-05-28,2022-05-29,Same Day,CUST-885,PROD-022,5,0
ORD-317,2022-07-22,2022-07-28,Same Day,CUST-670,PROD-038,8,0.1
ORD-318,2022-06-10,2022-06-12,Same Day,CUST-157,PROD-097,1,0
ORD-319,2022-06-02,2022-06-04,Same Day,CUST-310,PROD-094,5,0
ORD-320,2022-09-27,2022-09-29,Third Class,CUST-186,PROD-090,9,0.2
ORD-321,2022-12-25,2022-12-30,Third Class,CUST-634,PROD-043,2,0
ORD-322,2022-09-15,2022-09-19,Third Class,CUST-695,PROD-041,1,0
ORD-323,2022-04-27,2022-05-02,First Class,CUST-601,PROD-016,3,0.2
ORD-324,2022-08-30,2022-09-04,Same Day,CUST-550,PROD-022,7,0.2
ORD-325,2022-05-25,2022-05-26,First Class,CUST-277,PROD-059,4,0
ORD-326,2022-11-30,2022-12-07,Third Class,CUST-594,PROD-053,4,0.2
ORD-327,2022-07-11,2022-07-15,Second Class,CUST-822,PROD-024,5,0
ORD-328,2022-12-08,2022-12-10,First Class,CUST-422,PROD-071,2,0.2
ORD-329,2022-02-27,2022-03-03,First Class,CUST-992,PROD-015,8,0
ORD-330,2022-09-29,2022-10-05,First Class,CUST-170,PROD-040,5,0
