Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity,Discount
ORD-044,2020-08-18,2020-08-22,First Class,CUST-150,PROD-048,6,0
ORD-045,2020-09-23,2020-09-24,Second Class,CUST-653,PROD-018,5,0.1
ORD-046,2020-12-05,2020-12-08,Same Day,CUST-262,PROD-006,8,0.2
ORD-047,2020-06-28,2020-07-04,Second Class,CUST-953,PROD-076,5,0.1
ORD-048,2020-06-07,2020-06-14,Same Day,CUST-029,PROD-041,8,0.1
ORD-049,2020-06-05,2020-06-11,Same Day,CUST-829,PROD-088,1,0.1
ORD-050,2020-06-24,2020-06-27,First Class,CUST-236,PROD-024,6,0.1
ORD-051,2020-02-27,2020-03-03,Third Class,CUST-309,PROD-090,7,0.1
ORD-052,2020-02-28,2020-03-06,First Class,CUST-921,PROD-050,7,0.2
ORD-053,2020-05-14,2020-05-20,Second Class,CUST-060,PROD-047,6,0.2
ORD-054,2020-02-27,2020-02-29,Third Class,CUST-247,PROD-034,7,0.1
ORD-055,2020-08-30,2020-09-04,Same Day,CUST-859,PROD-045,7,0.1
ORD-056,2020-08-18,2020-08-23,Same Day,CUST-754,PROD-011,5,0
ORD-057,2020-03-25,2020-03-27,Second Class,CUST-926,PROD-065,10,0.1
ORD-058,2020-03-22,2020-03-28,Third Class,CUST-150,PROD-023,4,0.2
ORD-059,2020-12-02,2020-12-09,First Class,CUST-835,PROD-006,7,0
ORD-060,2020-06-08,2020-06-09,Same Day,CUST-155,PROD-059,6,0.1
ORD-061,2020-01-18,2020-01-24,Second Class,CUST-017,PROD-076,1,0.2
ORD-062,2020-08-20,2020-08-26,Same Day,CUST-740,PROD-089,7,0.2
ORD-063,2020-06-16,2020-06-18,Second Class,CUST-798,PROD-007,7,0.2
ORD-064,2020-11-28,2020-11-29,Same Day,CUST-808,PROD-096,1,0.1
ORD-065,2020-04-15,2020-04-16,First Class,CUST-436,PROD-028,9,0.2
ORD-066,2020-11-30,2020-12-03,Second Class,CUST-182,PROD-098,9,0.1
ORD-067,2020-01-23,2020-01-27,Second Class,CUST-135,PROD-093,8,0
ORD-068,2020-11-18,2020-11-23,Third Class,CUST-742,PROD-099,3,0.1
ORD-069,2020-09-04,2020-09-10,First Class,CUST-772,PROD-095,10,0.2
ORD-070,2020-03-15,2020-03-20,Same Day,CUST-315,PROD-097,1,0
ORD-071,2020-02-22,2020-02-27,Same Day,CUST-288,PROD-010,6,0
ORD-072,2020-06-01,2020-06-03,First Class,CUST-100,PROD-096,8,0.2
ORD-073,2020-03-29,2020-04-03,Third Class,CUST-153,PROD-032,7,0.2
ORD-074,2020-09-19,2020-09-26,First Class,CUST-282,PROD-020,3,0
ORD-075,2020-10-07,2020-10-08,First Class,CUST-529,PROD-032,3,0.1
ORD-076,2020-10-07,2020-10-09,First Class,CUST-349,PROD-023,2,0
ORD-077,2020-02-20,2020-02-27,First Class,CUST-297,PROD-075,9,0
ORD-078,2020-03-01,2020-03-08,Second Class,CUST-239,PROD-078,1,0
ORD-079,2020-07-21,2020-07-23,First Class,CUST-032,PROD-032,7,0
ORD-080,2020-08-28,2020-08-30,First Class,CUST-743,PROD-034,6,0.2
ORD-081,2020-10-07,2020-10-13,First Class,CUST-861,PROD-017,5,0.2
ORD-082,2020-12-23,2020-12-27,First Class,CUST-111,PROD-071,9,0
ORD-083,2020-02-12,2020-02-19,First Class,CUST-532,PROD-003,9,0.2
ORD-084,2020-11-14,2020-11-20,Same Day,CUST-340,PROD-078,9,0.1
ORD-085,2020-06-28,2020-07-01,First Class,CUST-412,PROD-044,4,0.2
ORD-086,2020-08-19,2020-08-22,Third Class,CUST-052,PROD-059,10,0
ORD-087,2020-09-21,2020-09-24,First Class,CUST-226,PROD-084,10,0.1
ORD-088,2020-04-20,2020-04-27,Third Class,CUST-246,PROD-060,2,0.2
ORD-089,2020-08-06,2020-08-07,First Class,CUST-823,PROD-089,1,0.1
ORD-090,2020-04-24,2020-05-01,Same Day,CUST-492,PROD-026,9,0
ORD-091,2020-02-19,2020-02-24,Third Class,CUST-475,PROD-062,8,0.1
ORD-092,2020-06-25,2020-06-27,Third Class,CUST-647,PROD-073,1,0
ORD-093,2020-04-27,2020-05-03,Same Day,CUST-363,PROD-010,3,0.2
ORD-094,2020-09-08,2020-09-11,Same Day,CUST-484,PROD-100,4,0.2
ORD-095,2020-10-16,2020-10-19,Second Class,CUST-228,PROD-017,10,0.2
ORD-096,2020-01-13,2020-01-18,First Class,CUST-355,PROD-030,4,0.2
ORD-097,2020-05-14,2020-05-21,Second Class,CUST-113,PROD-060,5,0
ORD-098,2020-08-05,2020-08-06,Third Class,CUST-996,PROD-005,4,0.2
ORD-099,2020-08-03,2020-08-05,First Class,CUST-005,PROD-040,5,0
ORD-100,2020-11-14,2020-11-16,Second Class,CUST-670,PROD-071,3,0.1
ORD-101,2020-05-21,2020-05-24,Second Class,CUST-017,PROD-032,6,0
ORD-102,2020-02-07,2020-02-09,Third Class,CUST-223,PROD-069,8,0.2
ORD-103,2020-02-02,2020-02-03,First Class,CUST-506,PROD-082,5,0
ORD-104,2020-02-12,2020-02-18,Third Class,CUST-572,PROD-009,8,0.2
ORD-105,2020-05-05,2020-05-06,Second Class,CUST-726,PROD-008,10,0.2
ORD-106,2020-09-01,2020-09-04,Second Class,CUST-011,PROD-007,2,0.1
ORD-107,2020-02-26,2020-03-02,Third Class,CUST-450,PROD-048,5,0.2
ORD-108,2020-04-14,2020-04-16,Third Class,CUST-074,PROD-075,9,0
ORD-109,2020-06-07,2020-06-10,Same Day,CUST-357,PROD-051,6,0.2
ORD-110,2020-03-02,2020-03-04,Third Class,CUST-788,PROD-026,4,0.2
ORD-111,2020-09-02,2020-09-04,Same Day,CUST-234,PROD-096,8,0.2
ORD-112,2020-03-25,2020-03-27,Third Class,CUST-382,PROD-096,6,0.1
ORD-113,2020-02-10,2020-02-11,First Class,CUST-849,PROD-032,3,0.1
ORD-114,2020-12-08,2020-12-10,Second Class,CUST-075,PROD-007,7,0.2
ORD-115,2020-07-06,2020-07-12,Third Class,CUST-829,PROD-047,9,0.2
ORD-116,2020-12-19,2020-12-23,Second Class,CUST-193,PROD-009,2,0
ORD-117,2020-06-14,2020-06-15,Second Class,CUST-819,PROD-024,7,0.1
ORD-118,2020-03-15,2020-03-17,Third Class,CUST-539,PROD-008,3,0
ORD-119,2020-01-13,2020-01-18,Second Class,CUST-696,PROD-045,6,0.1
ORD-120,2020-01-22,2020-01-28,Same Day,CUST-475,PROD-035,5,0.2
ORD-121,2020-01-22,2020-01-25,Third Class,CUST-865,PROD-025,5,0.1
ORD-122,2020-01-28,2020-01-31,Same Day,CUST-285,PROD-053,8,0.2
ORD-123,2020-07-07,2020-07-09,Third Class,CUST-924,PROD-084,1,0
ORD-124,2020-02-16,2020-02-17,Third Class,CUST-579,PROD-094,5,0.1
ORD-125,2020-03-01,2020-03-03,Same Day,CUST-242,PROD-050,7,0
ORD-126,2020-09-07,2020-09-11,First Class,CUST-442,PROD-073,4,0.2
ORD-127,2020-05-11,2020-05-17,Same Day,CUST-749,PROD-033,10,0
ORD-128,2020-03-29,2020-03-31,Same Day,CUST-747,PROD-012,8,0.1
ORD-129,2020-02-03,2020-02-07,Same Day,CUST-363,PROD-011,1,0.1
ORD-130,2020-02-28,2020-03-06,Same Day,CUST-371,PROD-097,6,0.1
ORD-131,2020-07-19,2020-07-23,Second Class,CUST-177,PROD-017,9,0.2
ORD-132,2020-10-26,2020-11-01,First Class,CUST-346,PROD-085,2,0
ORD-133,2020-04-12,2020-04-16,Same Day,CUST-600,PROD-080,10,0
ORD-134,2020-05-10,2020-05-14,Same Day,CUST-125,PROD-057,7,0.2
ORD-135,2020-07-25,2020-07-30,Second Class,CUST-859,PROD-044,10,0.1
ORD-136,2020-11-25,2020-11-29,Second Class,CUST-285,PROD-088,10,0.2
ORD-137,2020-06-02,2020-06-06,Third Class,CUST-893,PROD-087,8,0.1
ORD-138,2020-07-18,2020-07-21,Third Class,CUST-404,PROD-059,2,0
ORD-139,2020-05-26,2020-05-27,Second Class,CUST-972,PROD-048,6,0
ORD-140,2020-02-14,2020-02-19,Second Class,CUST-894,PROD-057,8,0.2
ORD-141,2020-09-24,2020-09-30,Same Day,CUST-303,PROD-044,6,0.1
ORD-142,2020-12-04,2020-12-07,Second Class,CUST-972,PROD-020,10,0.2
ORD-143,2020-02-09,2020-02-12,First Class,CUST-686,PROD-026,2,0.2
ORD-144,2020-10-08,2020-10-12,Third Class,CUST-105,PROD-093,2,0
ORD-145,2020-09-28,2020-09-29,Same Day,CUST-483,PROD-056,1,0.2
ORD-146,2020-12-10,2020-12-15,Same Day,CUST-540,PROD-082,9,0.1
ORD-147,2020-02-21,2020-02-24,First Class,CUST-295,PROD-006,1,0.2
ORD-148,2020-01-13,2020-01-14,Same Day,CUST-766,PROD-034,10,0
ORD-149,2020-04-11,2020-04-16,Same Day,CUST-333,PROD-024,3,0
ORD-150,2020-02-01,2020-02-03,Second Class,CUST-786,PROD-051,5,0
ORD-151,2020-01-04,2020-01-07,Same Day,CUST-525,PROD-094,7,0.2
ORD-152,2020-03-04,2020-03-09,First Class,CUST-068,PROD-002,10,0
ORD-153,2020-08-28,2020-09-03,Third Class,CUST-589,PROD-045,6,0
ORD-154,2020-04-07,2020-04-08,First Class,CUST-790,PROD-067,1,0.1
ORD-155,2020-08-18,2020-08-25,Third Class,CUST-114,PROD-016,8,0
ORD-156,2020-10-08,2020-10-14,Third Class,CUST-024,PROD-052,9,0
ORD-157,2020-06-30,2020-07-03,First Class,CUST-274,PROD-011,4,0
ORD-158,2020-10-09,2020-10-13,First Class,CUST-592,PROD-042,1,0
ORD-159,2020-11-12,2020-11-15,Same Day,CUST-143,PROD-007,3,0
ORD-160,2020-01-16,2020-01-18,Third Class,CUST-343,PROD-058,10,0
ORD-161,2020-05-19,2020-05-24,Second Class,CUST-043,PROD-064,4,0
ORD-162,2020-06-08,2020-06-09,Third Class,CUST-045,PROD-077,2,0.2
ORD-163,2020-08-11,2020-08-14,Third Class,CUST-822,PROD-027,9,0.2
ORD-164,2020-11-10,2020-11-13,Same Day,CUST-626,PROD-035,10,0
ORD-165,2020-03-21,2020-03-25,Second Class,CUST-789,PROD-097,7,0.2
ORD-166,2020-01-11,2020-01-15,First Class,CUST-917,PROD-048,6,0.2
ORD-167,2020-10-29,2020-10-30,Same Day,CUST-587,PROD-074,2,0.1
ORD-168,2020-12-25,2020-12-31,Same Day,CUST-928,PROD-064,4,0
ORD-169,2020-09-26,2020-09-28,First Class,CUST-314,PROD-062,1,0.2
ORD-170,2020-01-15,2020-01-17,First Class,CUST-076,PROD-069,5,0.1
ORD-171,2020-01-01,2020-01-02,Second Class,CUST-394,PROD-081,5,0.1
ORD-172,2020-01-01,2020-01-08,Same Day,CUST-397,PROD-068,4,0
ORD-173,2020-07-22,2020-07-24,First Class,CUST-196,PROD-078,6,0
ORD-174,2020-06-09,2020-06-13,Same Day,CUST-677,PROD-022,9,0
ORD-175,2020-02-15,2020-02-19,Third Class,CUST-642,PROD-006,10,0
ORD-176,2020-10-24,2020-10-26,Third Class,CUST-770,PROD-096,7,0.2
ORD-177,2020-01-19,2020-01-23,Same Day,CUST-830,PROD-046,8,0
ORD-178,2020-05-19,2020-05-25,Same Day,CUST-966,PROD-022,10,0.2
ORD-179,2020-01-25,2020-01-28,Second Class,CUST-816,PROD-095,8,0.1
ORD-180,2020-10-05,2020-10-07,Second Class,CUST-350,PROD-085,3,0.1
ORD-181,2020-08-22,2020-08-29,Same Day,CUST-089,PROD-067,1,0
ORD-182,2020-02-13,2020-02-15,Same Day,CUST-487,PROD-084,8,0.1
ORD-183,2020-11-03,2020-11-06,Second Class,CUST-151,PROD-084,2,0
ORD-184,2020-10-03,2020-10-10,Same Day,CUST-067,PROD-080,8,0.1
ORD-185,2020-03-12,2020-03-14,Same Day,CUST-739,PROD-088,6,0.1
ORD-186,2020-04-23,2020-04-27,First Class,CUST-318,PROD-068,10,0
ORD-187,2020-05-15,2020-05-17,Same Day,CUST-410,PROD-014,9,0.2
ORD-188,2020-02-18,2020-02-22,Second Class,CUST-135,PROD-009,4,0.2
ORD-189,2020-04-23,2020-04-26,Second Class,CUST-787,PROD-061,2,0
ORD-190,2020-10-28,2020-10-30,Same Day,CUST-962,PROD-086,9,0.2
ORD-191,2020-07-18,2020-07-23,Second Class,CUST-738,PROD-004,4,0
ORD-192,2020-09-16,2020-09-17,Third Class,CUST-194,PROD-100,9,0.2
ORD-193,2020-12-13,2020-12-16,First Class,CUST-160,PROD-057,1,0.1
ORD-194,2020-04-01,2020-04-04,Same Day,CUST-878,PROD-054,8,0
ORD-195,2020-08-03,2020-08-06,Third Class,CUST-900,PROD-048,3,0.2
ORD-196,2020-10-29,2020-11-01,Same Day,CUST-043,PROD-044,4,0.2
ORD-197,2020-05-25,2020-05-26,Same Day,CUST-963,PROD-005,5,0.2
ORD-198,2020-09-05,2020-09-11,Same Day,CUST-635,PROD-079,9,0.2
ORD-199,2020-03-25,2020-03-27,Same Day,CUST-618,PROD-016,4,0
ORD-200,2020-05-14,2020-05-18,Second Class,CUST-954,PROD-040,5,0
ORD-201,2020-01-24,2020-01-28,Same Day,CUST-778,PROD-071,3,0
ORD-202,2020-04-15,2020-04-16,Third Class,CUST-087,PROD-094,4,0
ORD-203,2020-10-19,2020-10-22,First Class,CUST-615,PROD-056,1,0.1
ORD-204,2020-06-14,2020-06-15,Same Day,CUST-323,PROD-084,4,0.1
ORD-205,2020-09-06,2020-09-12,Same Day,CUST-961,PROD-050,3,0
ORD-206,2020-10-12,2020-10-19,Second Class,CUST-661,PROD-051,3,0
ORD-207,2020-10-09,2020-10-16,First Class,CUST-367,PROD-015,10,0.2
ORD-208,2020-03-25,2020-03-27,Second Class,CUST-173,PROD-036,1,0.2
ORD-209,2020-10-04,2020-10-06,Same Day,CUST-022,PROD-035,6,0
ORD-210,2020-04-28,2020-05-03,Same Day,CUST-730,PROD-034,1,0.2
ORD-211,2020-11-17,2020-11-21,Third Class,CUST-446,PROD-090,2,0.2
ORD-212,2020-03-31,2020-04-03,First Class,CUST-304,PROD-089,2,0.1
ORD-213,2020-01-02,2020-01-09,Third Class,CUST-334,PROD-006,10,0.1
ORD-214,2020-10-14,2020-10-16,Same Day,CUST-297,PROD-029,1,0.2
ORD-215,2020-02-28,2020-03-05,Third Class,CUST-372,PROD-013,1,0.2
ORD-216,2020-10-24,2020-10-27,Third Class,CUST-993,PROD-052,9,0.1
ORD-217,2020-06-24,2020-06-25,Third Class,CUST-748,PROD-084,1,0.2
ORD-218,2020-01-11,2020-01-14,Second Class,CUST-523,PROD-034,4,0
ORD-219,2020-10-23,2020-10-30,First Class,CUST-673,PROD-074,3,0.2
ORD-220,2020-08-20,2020-08-26,Third Class,CUST-338,PROD-018,8,0.1
ORD-221,2020-07-04,2020-07-06,First Class,CUST-740,PROD-028,1,0.1
ORD-222,2020-11-05,2020-11-12,First Class,CUST-239,PROD-024,5,0
ORD-223,2020-08-14,2020-08-15,Third Class,CUST-913,PROD-024,5,0.1
ORD-224,2020-03-31,2020-04-03,Same Day,CUST-926,PROD-086,3,0
ORD-225,2020-03-08,2020-03-14,Third Class,CUST-419,PROD-090,5,0.1
ORD-226,2020-09-13,2020-09-16,First Class,CUST-621,PROD-093,7,0
ORD-227,2020-12-05,2020-12-11,Second Class,CUST-316,PROD-056,8,0
ORD-228,2020-01-19,2020-01-22,Second Class,CUST-859,PROD-027,9,0
ORD-229,2020-09-01,2020-09-02,Second Class,CUST-158,PROD-026,5,0.2
ORD-230,2020-09-11,2020-09-17,First Class,CUST-391,PROD-049,10,0.2
ORD-231,2020-04-18,2020-04-25,Same Day,CUST-310,PROD-039,1,0.2
ORD-232,2020-09-14,2020-09-21,Third Class,CUST-266,PROD-058,3,0.2
ORD-233,2020-09-23,2020-09-25,First Class,CUST-911,PROD-004,8,0.1
ORD-234,2020-05-31,2020-06-05,Second Class,CUST-597,PROD-093,5,0.2
ORD-235,2020-02-19,2020-02-23,Third Class,CUST-718,PROD-061,10,0
ORD-236,2020-01-21,2020-01-27,Second Class,CUST-994,PROD-059,2,0.1
ORD-237,2020-11-15,2020-11-19,Same Day,CUST-543,PROD-050,4,0.2
ORD-238,2020-01-14,2020-01-18,First Class,CUST-418,PROD-006,7,0
ORD-239,2020-07-24,2020-07-28,First Class,CUST-482,PROD-067,5,0.1
ORD-240,2020-05-21,2020-05-24,Same Day,CUST-393,PROD-024,8,0
ORD-241,2020-11-17,2020-11-23,First Class,CUST-335,PROD-083,6,0
ORD-242,2020-06-15,2020-06-21,First Class,CUST-003,PROD-045,4,0.1
ORD-243,2020-03-21,2020-03-22,Third Class,CUST-505,PROD-028,4,0.2
ORD-244,2020-10-12,2020-10-18,Second Class,CUST-241,PROD-044,7,0.2
ORD-245,2020-05-21,2020-05-25,Second Class,CUST-266,PROD-017,3,0.1
ORD-246,2020-12-23,2020-12-30,First Class,CUST-124,PROD-008,3,0.2
ORD-247,2020-05-23,2020-05-27,Same Day,CUST-057,PROD-043,8,0.2
ORD-248,2020-12-15,2020-12-19,Third Class,CUST-432,PROD-070,6,0.2
ORD-249,2020-12-07,2020-12-14,Second Class,CUST-713,PROD-012,2,0.2
ORD-250,2020-04-29,2020-05-03,Third Class,CUST-087,PROD-086,7,0.2
ORD-251,2020-05-24,2020-05-29,Third Class,CUST-104,PROD-075,8,0.2
ORD-252,2020-07-30,2020-08-05,Same Day,CUST-519,PROD-095,3,0.1
ORD-253,2020-03-27,2020-04-01,Same Day,CUST-897,PROD-076,1,0.2
ORD-254,2020-02-11,2020-02-12,First Class,CUST-934,PROD-076,4,0.1
ORD-255,2020-01-01,2020-01-03,First Class,CUST-956,PROD-045,2,0
ORD-256,2020-07-02,2020-07-07,First Class,CUST-875,PROD-056,10,0
ORD-257,2020-10-23,2020-10-30,First Class,CUST-686,PROD-013,10,0.2
ORD-258,2020-05-13,2020-05-18,Second Class,CUST-117,PROD-051,9,0.2
ORD-259,2020-10-18,2020-10-20,Same Day,CUST-570,PROD-089,10,0.2
ORD-260,2020-11-17,2020-11-19,Same Day,CUST-069,PROD-067,1,0.2
ORD-261,2020-07-19,2020-07-20,First Class,CUST-090,PROD-096,1,0
ORD-262,2020-08-09,2020-08-11,Third Class,CUST-294,PROD-072,6,0.1
ORD-263,2020-05-31,2020-06-05,Second Class,CUST-112,PROD-019,3,0.2
ORD-264,2020-12-28,2021-01-04,Third Class,CUST-137,PROD-005,6,0.1
ORD-265,2020-04-04,2020-04-10,First Class,CUST-321,PROD-009,6,0.2
ORD-266,2020-11-18,2020-11-24,Second Class,CUST-096,PROD-027,5,0
ORD-267,2020-03-12,2020-03-16,First Class,CUST-749,PROD-006,3,0
ORD-268,2020-10-09,2020-10-14,Third Class,CUST-164,PROD-055,3,0.2
ORD-269,2020-07-02,2020-07-08,First Class,CUST-665,PROD-012,3,0
ORD-270,2020-04-27,2020-04-28,Same Day,CUST-497,PROD-067,2,0.1
ORD-271,2020-02-14,2020-02-16,First Class,CUST-910,PROD-042,7,0.2
ORD-272,2020-03-10,2020-03-15,Same Day,CUST-096,PROD-069,5,0.2
ORD-273,2020-12-11,2020-12-15,Same Day,CUST-452,PROD-048,7,0.1
ORD-274,2020-05-09,2020-05-12,Third Class,CUST-958,PROD-072,3,0.2
ORD-275,2020-09-22,2020-09-26,Third Class,CUST-096,PROD-086,9,0
ORD-276,2020-08-15,2020-08-22,Second Class,CUST-511,PROD-074,3,0
ORD-277,2020-08-11,2020-08-16,Same Day,CUST-328,PROD-095,6,0
ORD-278,2020-11-21,2020-11-26,Same Day,CUST-117,PROD-049,9,0.2
ORD-279,2020-06-25,2020-06-30,First Class,CUST-558,PROD-004,6,0.1
ORD-280,2020-05-26,2020-05-29,Same Day,CUST-354,PROD-091,6,0.1
ORD-281,2020-06-01,2020-06-04,Same Day,CUST-408,PROD-052,10,0
ORD-282,2020-05-25,2020-06-01,Third Class,CUST-310,PROD-040,6,0
ORD-283,2020-02-26,2020-02-29,Same Day,CUST-360,PROD-098,9,0
ORD-284,2020-05-16,2020-05-19,Second Class,CUST-791,PROD-078,8,0
ORD-285,2020-01-21,2020-01-26,Second Class,CUST-543,PROD-046,5,0.2
ORD-286,2020-12-13,2020-12-19,First Class,CUST-416,PROD-046,7,0.2
ORD-287,2020-02-15,2020-02-20,First Class,CUST-629,PROD-024,5,0
ORD-288,2020-03-09,2020-03-12,First Class,CUST-785,PROD-041,10,0
ORD-289,2020-08-23,2020-08-24,Second Class,CUST-738,PROD-052,1,0.1
ORD-290,2020-04-27,2020-05-02,Second Class,CUST-011,PROD-059,8,0.2
ORD-291,2020-01-04,2020-01-11,Same Day,CUST-870,PROD-053,9,0.2
ORD-292,2020-08-23,2020-08-25,Second Class,CUST-876,PROD-071,9,0
ORD-293,2020-09-11,2020-09-13,Same Day,CUST-854,PROD-046,9,0.1
ORD-294,2020-08-18,2020-08-24,First Class,CUST-190,PROD-028,3,0.2
ORD-295,2020-01-23,2020-01-29,First Class,CUST-456,PROD-048,4,0.2
ORD-296,2020-09-05,2020-09-10,First Class,CUST-317,PROD-016,5,0.2
ORD-297,2020-08-15,2020-08-16,Third Class,CUST-158,PROD-047,5,0
ORD-298,2020-08-11,2020-08-14,Same Day,CUST-664,PROD-081,3,0.1
ORD-299,2020-04-20,2020-04-27,Same Day,CUST-596,PROD-082,7,0
ORD-300,2020-11-15,2020-11-18,Same Day,CUST-030,PROD-079,9,0
ORD-301,2020-08-16,2020-08-17,Same Day,CUST-215,PROD-076,1,0.1
ORD-302,2020-04-18,2020-04-21,Second Class,CUST-823,PROD-032,3,0.1
ORD-303,2020-01-12,2020-01-14,First Class,CUST-334,PROD-002,1,0.2
ORD-304,2020-07-28,2020-08-03,Same Day,CUST-289,PROD-048,7,0.2
ORD-305,2020-08-28,2020-09-04,Second Class,CUST-228,PROD-072,4,0.1
ORD-306,2020-11-29,2020-11-30,Third Class,CUST-353,PROD-079,3,0.2
ORD-307,2020-10-27,2020-10-30,First Class,CUST-563,PROD-086,3,0
ORD-308,2020-09-29,2020-10-05,First Class,CUST-008,PROD-072,9,0.1
ORD-309,2020-09-25,2020-10-02,Second Class,CUST-246,PROD-097,8,0
ORD-310,2020-11-18,2020-11-25,First Class,CUST-929,PROD-099,2,0.2
ORD-311,2020-04-06,2020-04-10,Third Class,CUST-801,PROD-034,6,0
ORD-312,2020-11-15,2020-11-20,First Class,CUST-549,PROD-045,8,0
ORD-313,2020-07-22,2020-07-24,Third Class,CUST-778,PROD-073,2,0.2
ORD-314,2020-04-05,2020-04-12,Second Class,CUST-180,PROD-008,7,0.1
ORD-315,2020-02-07,2020-02-13,Second Class,CUST-486,PROD-042,2,0.1
ORD-316,2020-08-02,2020-08-04,Third Class,CUST-852,PROD-017,6,0
ORD-317,2020-06-05,2020-06-09,First Class,CUST-145,PROD-092,10,0.2
ORD-318,2020-09-17,2020-09-18,First Class,CUST-935,PROD-071,7,0
ORD-319,2020-08-16,2020-08-23,Third Class,CUST-356,PROD-056,2,0
ORD-320,2020-08-15,2020-08-20,First Class,CUST-082,PROD-008,6,0.1
ORD-321,2020-11-09,2020-11-12,First Class,CUST-552,PROD-029,10,0.1
ORD-322,2020-08-18,2020-08-21,Same Day,CUST-599,PROD-016,7,0.1
ORD-323,2020-03-23,2020-03-29,First Class,CUST-174,PROD-005,5,0.2
ORD-324,2020-11-20,2020-11-27,Second Class,CUST-624,PROD-013,7,0
ORD-325,2020-04-25,2020-05-02,Third Class,CUST-837,PROD-069,4,0.1
ORD-326,2020-01-28,2020-02-01,Same Day,CUST-524,PROD-044,7,0.1
ORD-327,2020-10-06,2020-10-10,Third Class,CUST-302,PROD-032,5,0.1
ORD-328,2020-12-01,2020-12-02,First Class,CUST-415,PROD-056,7,0.1
ORD-329,2020-06-14,2020-06-16,Same Day,CUST-095,PROD-041,8,0.2
ORD-330,2020-03-07,2020-03-11,Second Class,CUST-976,PROD-083,9,0.1
ORD-331,2020-12-27,2021-01-01,Third Class,CUST-228,PROD-074,1,0.1
