Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Quantity,Discount
ORD-026,2023-06-23,2023-06-24,Third Class,CUST-811,PROD-091,9,0
ORD-027,2023-12-02,2023-12-07,Third Class,CUST-913,PROD-074,3,0.2
ORD-028,2023-11-12,2023-11-14,First Class,CUST-625,PROD-089,7,0.1
ORD-029,2023-01-20,2023-01-21,Second Class,CUST-892,PROD-023,9,0.1
ORD-030,2023-11-06,2023-11-09,Second Class,CUST-924,PROD-070,10,0
ORD-031,2023-03-30,2023-04-01,Same Day,CUST-706,PROD-027,6,0
ORD-032,2023-05-13,2023-05-20,First Class,CUST-532,PROD-046,8,0.1
ORD-033,2023-02-14,2023-02-20,Third Class,CUST-552,PROD-034,1,0
ORD-034,2023-04-25,2023-04-27,Same Day,CUST-223,PROD-056,3,0
ORD-035,2023-06-14,2023-06-18,Second Class,CUST-241,PROD-065,5,0
ORD-036,2023-01-29,2023-01-31,Third Class,CUST-166,PROD-024,7,0.1
ORD-037,2023-11-21,2023-11-26,Second Class,CUST-292,PROD-055,4,0
ORD-038,2023-04-14,2023-04-21,Second Class,CUST-574,PROD-006,6,0.2
ORD-039,2023-01-08,2023-01-09,First Class,CUST-074,PROD-028,10,0
ORD-040,2023-12-22,2023-12-26,First Class,CUST-959,PROD-013,9,0.2
ORD-041,2023-05-08,2023-05-14,Same Day,CUST-665,PROD-063,5,0.1
ORD-042,2023-08-13,2023-08-16,Second Class,CUST-589,PROD-019,3,0.2
ORD-043,2023-03-26,2023-03-29,Third Class,CUST-713,PROD-083,10,0
ORD-044,2023-05-06,2023-05-07,Second Class,CUST-522,PROD-065,1,0
ORD-045,2023-11-11,2023-11-14,First Class,CUST-288,PROD-027,5,0.1
ORD-046,2023-10-15,2023-10-20,Same Day,CUST-430,PROD-089,8,0
ORD-047,2023-01-12,2023-01-19,Same Day,CUST-482,PROD-061,5,0.1
ORD-048,2023-07-25,2023-07-26,First Class,CUST-208,PROD-066,8,0.2
ORD-049,2023-07-17,2023-07-22,Same Day,CUST-670,PROD-014,5,0
ORD-050,2023-10-26,2023-10-30,Second Class,CUST-840,PROD-068,3,0.1
ORD-051,2023-12-24,2023-12-31,Second Class,CUST-828,PROD-064,3,0.1
ORD-052,2023-06-02,2023-06-06,Same Day,CUST-322,PROD-041,2,0.2
ORD-053,2023-10-13,2023-10-18,Third Class,CUST-665,PROD-023,7,0.2
ORD-054,2023-01-28,2023-02-04,Same Day,CUST-664,PROD-029,6,0.2
ORD-055,2023-07-08,2023-07-09,Same Day,CUST-882,PROD-031,3,0
ORD-056,2023-03-21,2023-03-27,Same Day,CUST-562,PROD-086,2,0
ORD-057,2023-01-03,2023-01-09,Same Day,CUST-790,PROD-026,3,0.1
ORD-058,2023-03-27,2023-04-02,Third Class,CUST-481,PROD-067,5,0
ORD-059,2023-02-12,2023-02-18,Same Day,CUST-298,PROD-089,2,0.1
ORD-060,2023-03-30,2023-04-06,Second Class,CUST-537,PROD-085,3,0.1
ORD-061,2023-10-13,2023-10-19,Second Class,CUST-221,PROD-061,7,0
ORD-062,2023-03-08,2023-03-14,Same Day,CUST-529,PROD-056,4,0
ORD-063,2023-05-01,2023-05-08,Second Class,CUST-396,PROD-053,10,0.2
ORD-064,2023-11-29,2023-11-30,First Class,CUST-304,PROD-026,7,0.2
ORD-065,2023-11-06,2023-11-07,First Class,CUST-241,PROD-082,8,0.1
ORD-066,2023-08-10,2023-08-16,Second Class,CUST-700,PROD-021,6,0.2
ORD-067,2023-05-31,2023-06-06,First Class,CUST-164,PROD-013,9,0.1
ORD-068,2023-09-10,2023-09-12,First Class,CUST-614,PROD-091,10,0.2
ORD-069,2023-03-05,2023-03-08,Second Class,CUST-906,PROD-093,5,0.1
ORD-070,2023-03-27,2023-04-03,Same Day,CUST-334,PROD-081,4,0.2
ORD-071,2023-04-23,2023-04-28,Second Class,CUST-249,PROD-037,3,0.1
ORD-072,2023-12-05,2023-12-10,Same Day,CUST-558,PROD-092,9,0.2
ORD-073,2023-08-11,2023-08-14,First Class,CUST-170,PROD-064,2,0.1
ORD-074,2023-01-29,2023-02-05,First Class,CUST-130,PROD-018,10,0.2
ORD-075,2023-07-18,2023-07-19,Same Day,CUST-228,PROD-034,10,0.2
ORD-076,2023-04-07,2023-04-09,Second Class,CUST-057,PROD-083,5,0.1
ORD-077,2023-09-16,2023-09-20,First Class,CUST-952,PROD-053,8,0
ORD-078,2023-01-23,2023-01-28,Second Class,CUST-496,PROD-035,1,0
ORD-079,2023-03-17,2023-03-22,Same Day,CUST-062,PROD-031,6,0.1
ORD-080,2023-11-30,2023-12-01,First Class,CUST-473,PROD-052,7,0
ORD-081,2023-10-01,2023-10-07,Same Day,CUST-045,PROD-009,3,0.1
ORD-082,2023-12-13,2023-12-18,First Class,CUST-337,PROD-013,4,0.1
ORD-083,2023-06-19,2023-06-25,First Class,CUST-187,PROD-012,10,0.1
ORD-084,2023-04-15,2023-04-16,First Class,CUST-657,PROD-016,6,0.2
ORD-085,2023-08-04,2023-08-05,Third Class,CUST-021,PROD-046,10,0.1
ORD-086,2023-09-27,2023-10-02,Third Class,CUST-938,PROD-050,3,0.1
ORD-087,2023-03-06,2023-03-11,Second Class,CUST-817,PROD-061,1,0
ORD-088,2023-11-28,2023-12-02,First Class,CUST-248,PROD-067,7,0.1
ORD-089,2023-06-03,2023-06-08,Same Day,CUST-477,PROD-033,4,0
ORD-090,2023-07-18,2023-07-25,Second Class,CUST-890,PROD-071,9,0.1
ORD-091,2023-01-07,2023-01-12,Second Class,CUST-534,PROD-050,3,0
ORD-092,2023-10-02,2023-10-08,Third Class,CUST-295,PROD-056,1,0.1
ORD-093,2023-05-05,2023-05-11,Same Day,CUST-946,PROD-049,7,0.1
ORD-094,2023-09-15,2023-09-16,Second Class,CUST-944,PROD-051,4,0
ORD-095,2023-01-10,2023-01-15,Second Class,CUST-667,PROD-072,9,0
ORD-096,2023-10-04,2023-10-07,Third Class,CUST-260,PROD-058,10,0.2
ORD-097,2023-03-21,2023-03-22,Second Class,CUST-547,PROD-039,6,0.2
ORD-098,2023-12-06,2023-12-08,Same Day,CUST-845,PROD-009,9,0.2
ORD-099,2023-10-12,2023-10-16,Third Class,CUST-062,PROD-059,4,0.1
ORD-100,2023-04-06,2023-04-12,First Class,CUST-126,PROD-015,8,0.2
ORD-101,2023-11-11,2023-11-17,Same Day,CUST-502,PROD-001,6,0.1
ORD-102,2023-08-18,2023-08-25,Second Class,CUST-736,PROD-100,5,0.1
ORD-103,2023-01-15,2023-01-16,Second Class,CUST-066,PROD-053,1,0.1
ORD-104,2023-06-23,2023-06-30,Second Class,CUST-515,PROD-049,4,0.1
ORD-105,2023-05-02,2023-05-04,Second Class,CUST-564,PROD-015,3,0.2
ORD-106,2023-12-15,2023-12-19,First Class,CUST-370,PROD-011,8,0.1
ORD-107,2023-12-05,2023-12-11,Same Day,CUST-714,PROD-031,2,0.2
ORD-108,2023-07-03,2023-07-07,First Class,CUST-533,PROD-004,4,0.1
ORD-109,2023-06-03,2023-06-04,First Class,CUST-067,PROD-043,3,0
ORD-110,2023-09-09,2023-09-10,Third Class,CUST-899,PROD-017,5,0
ORD-111,2023-01-16,2023-01-19,First Class,CUST-314,PROD-010,5,0.1
ORD-112,2023-01-31,2023-02-02,Second Class,CUST-304,PROD-015,3,0.1
ORD-113,2023-11-26,2023-11-28,First Class,CUST-806,PROD-006,7,0.2
ORD-114,2023-10-12,2023-10-13,Same Day,CUST-905,PROD-095,7,0.2
ORD-115,2023-08-01,2023-08-02,Same Day,CUST-802,PROD-007,6,0
ORD-116,2023-05-27,2023-05-28,Same Day,CUST-748,PROD-064,4,0.2
ORD-117,2023-05-13,2023-05-16,Second Class,CUST-671,PROD-053,6,0.1
ORD-118,2023-11-29,2023-12-05,Second Class,CUST-444,PROD-033,2,0.2
ORD-119,2023-07-10,2023-07-15,Third Class,CUST-228,PROD-011,9,0
ORD-120,2023-08-20,2023-08-21,Second Class,CUST-395,PROD-067,1,0.1
ORD-121,2023-04-14,2023-04-17,Third Class,CUST-038,PROD-018,1,0
ORD-122,2023-05-22,2023-05-28,Third Class,CUST-444,PROD-036,4,0.1
ORD-123,2023-06-12,2023-06-19,Second Class,CUST-836,PROD-019,3,0.2
ORD-124,2023-04-18,2023-04-24,First Class,CUST-889,PROD-009,4,0.1
ORD-125,2023-10-09,2023-10-16,Third Class,CUST-592,PROD-028,9,0.1
ORD-126,2023-08-30,2023-09-02,Second Class,CUST-269,PROD-059,8,0.2
ORD-127,2023-05-26,2023-05-31,Same Day,CUST-774,PROD-082,2,0
ORD-128,2023-02-16,2023-02-21,Same Day,CUST-614,PROD-035,3,0.2
ORD-129,2023-07-02,2023-07-07,First Class,CUST-128,PROD-091,10,0
ORD-130,2023-06-22,2023-06-28,Same Day,CUST-193,PROD-087,8,0.2
ORD-131,2023-10-30,2023-11-03,Third Class,CUST-722,PROD-058,9,0.2
ORD-132,2023-02-19,2023-02-25,Third Class,CUST-668,PROD-051,9,0.1
ORD-133,2023-02-05,2023-02-10,First Class,CUST-315,PROD-007,1,0
ORD-134,2023-07-01,2023-07-04,Same Day,CUST-956,PROD-054,8,0.2
ORD-135,2023-08-15,2023-08-19,Same Day,CUST-452,PROD-064,6,0
ORD-136,2023-07-20,2023-07-23,First Class,CUST-358,PROD-061,4,0
ORD-137,2023-12-05,2023-12-08,Third Class,CUST-521,PROD-070,5,0
ORD-138,2023-07-29,2023-08-04,First Class,CUST-120,PROD-015,1,0.1
ORD-139,2023-12-15,2023-12-20,Same Day,CUST-945,PROD-067,4,0
ORD-140,2023-08-19,2023-08-23,Same Day,CUST-297,PROD-015,8,0.2
ORD-141,2023-02-26,2023-03-02,First Class,CUST-798,PROD-024,4,0.1
ORD-142,2023-11-25,2023-12-01,Second Class,CUST-969,PROD-021,8,0
ORD-143,2023-03-08,2023-03-11,Second Class,CUST-507,PROD-076,5,0.1
ORD-144,2023-12-02,2023-12-08,Second Class,CUST-087,PROD-066,7,0
ORD-145,2023-07-30,2023-08-06,Second Class,CUST-011,PROD-048,3,0
ORD-146,2023-06-12,2023-06-16,Same Day,CUST-639,PROD-035,3,0
ORD-147,2023-12-17,2023-12-23,Second Class,CUST-862,PROD-088,5,0.2
ORD-148,2023-04-24,2023-04-28,First Class,CUST-727,PROD-022,3,0.2
ORD-149,2023-07-31,2023-08-04,Second Class,CUST-527,PROD-046,2,0.2
ORD-150,2023-12-02,2023-12-03,Same Day,CUST-800,PROD-052,3,0.1
ORD-151,2023-08-04,2023-08-06,Third Class,CUST-707,PROD-007,9,0
ORD-152,2023-06-10,2023-06-12,Second Class,CUST-447,PROD-047,4,0.2
ORD-153,2023-02-26,2023-02-28,Second Class,CUST-599,PROD-064,3,0
ORD-154,2023-09-04,2023-09-10,Same Day,CUST-338,PROD-037,6,0
ORD-155,2023-04-01,2023-04-04,Third Class,CUST-960,PROD-036,10,0
ORD-156,2023-01-05,2023-01-08,Same Day,CUST-970,PROD-004,3,0.1
ORD-157,2023-09-13,2023-09-18,Same Day,CUST-152,PROD-063,9,0.1
ORD-158,2023-12-15,2023-12-20,First Class,CUST-824,PROD-022,1,0
ORD-159,2023-03-30,2023-04-02,Third Class,CUST-425,PROD-083,2,0.1
ORD-160,2023-08-18,2023-08-24,Third Class,CUST-763,PROD-074,3,0.2
ORD-161,2023-03-28,2023-04-04,Second Class,CUST-743,PROD-008,3,0
ORD-162,2023-05-21,2023-05-23,First Class,CUST-187,PROD-030,7,0.2
ORD-163,2023-06-22,2023-06-27,Same Day,CUST-038,PROD-010,2,0.2
ORD-164,2023-04-30,2023-05-07,Second Class,CUST-489,PROD-037,9,0
ORD-165,2023-12-12,2023-12-18,Second Class,CUST-156,PROD-008,7,0.1
ORD-166,2023-03-11,2023-03-14,Same Day,CUST-642,PROD-041,1,0.1
ORD-167,2023-04-05,2023-04-08,Second Class,CUST-446,PROD-069,8,0.1
ORD-168,2023-05-08,2023-05-09,Same Day,CUST-847,PROD-052,3,0.1
ORD-169,2023-07-13,2023-07-15,First Class,CUST-513,PROD-012,10,0
ORD-170,2023-09-20,2023-09-26,First Class,CUST-890,PROD-028,6,0
ORD-171,2023-07-21,2023-07-22,Third Class,CUST-572,PROD-023,4,0.2
ORD-172,2023-02-02,2023-02-05,First Class,CUST-329,PROD-076,9,0.1
ORD-173,2023-10-25,2023-10-28,Second Class,CUST-364,PROD-083,8,0.1
ORD-174,2023-09-26,2023-10-03,Third Class,CUST-778,PROD-100,6,0.1
ORD-175,2023-11-15,2023-11-22,Second Class,CUST-432,PROD-057,10,0.1
ORD-176,2023-12-05,2023-12-12,Second Class,CUST-852,PROD-070,10,0.1
ORD-177,2023-10-09,2023-10-13,Same Day,CUST-380,PROD-040,9,0.2
ORD-178,2023-12-17,2023-12-23,First Class,CUST-957,PROD-085,9,0.2
ORD-179,2023-05-27,2023-06-02,Second Class,CUST-624,PROD-022,8,0.2
ORD-180,2023-10-25,2023-10-26,Same Day,CUST-348,PROD-018,1,0
ORD-181,2023-02-07,2023-02-14,Third Class,CUST-092,PROD-030,3,0
ORD-182,2023-05-15,2023-05-21,Same Day,CUST-798,PROD-026,6,0
ORD-183,2023-10-06,2023-10-13,Second Class,CUST-682,PROD-033,4,0.1
ORD-184,2023-05-23,2023-05-24,Second Class,CUST-124,PROD-063,8,0.2
ORD-185,2023-03-07,2023-03-14,Same Day,CUST-159,PROD-009,1,0.2
ORD-186,2023-05-22,2023-05-24,First Class,CUST-366,PROD-011,4,0.2
ORD-187,2023-07-09,2023-07-15,Second Class,CUST-794,PROD-038,5,0
ORD-188,2023-12-13,2023-12-18,Same Day,CUST-372,PROD-051,1,0.1
ORD-189,2023-05-29,2023-06-03,First Class,CUST-005,PROD-043,8,0.1
ORD-190,2023-06-24,2023-06-30,First Class,CUST-371,PROD-092,6,0.1
ORD-191,2023-08-15,2023-08-21,Same Day,CUST-957,PROD-030,1,0.1
ORD-192,2023-08-31,2023-09-01,Same Day,CUST-999,PROD-064,1,0
ORD-193,2023-10-28,2023-10-31,Third Class,CUST-477,PROD-048,9,0.1
ORD-194,2023-04-06,2023-04-09,Second Class,CUST-579,PROD-016,1,0
ORD-195,2023-07-28,2023-08-02,First Class,CUST-517,PROD-076,3,0.1
ORD-196,2023-08-17,2023-08-23,Same Day,CUST-466,PROD-086,1,0.2
ORD-197,2023-03-09,2023-03-10,First Class,CUST-797,PROD-003,2,0.2
ORD-198,2023-09-01,2023-09-07,Second Class,CUST-416,PROD-075,9,0.2
ORD-199,2023-09-09,2023-09-15,Third Class,CUST-747,PROD-084,10,0.2
ORD-200,2023-06-16,2023-06-23,First Class,CUST-295,PROD-080,6,0.1
ORD-201,2023-02-27,2023-03-01,First Class,CUST-355,PROD-050,2,0.2
ORD-202,2023-09-02,2023-09-05,First Class,CUST-125,PROD-013,3,0.1
ORD-203,2023-02-02,2023-02-09,Second Class,CUST-338,PROD-033,9,0.1
ORD-204,2023-06-17,2023-06-24,Third Class,CUST-491,PROD-095,2,0.2
ORD-205,2023-02-09,2023-02-13,Third Class,CUST-707,PROD-081,8,0.1
ORD-206,2023-04-01,2023-04-07,Third Class,CUST-795,PROD-062,5,0.1
ORD-207,2023-12-26,2024-01-02,Same Day,CUST-979,PROD-021,5,0.2
ORD-208,2023-10-12,2023-10-13,First Class,CUST-809,PROD-039,8,0.2
ORD-209,2023-11-04,2023-11-09,Third Class,CUST-768,PROD-055,10,0
ORD-210,2023-11-28,2023-11-30,First Class,CUST-051,PROD-047,3,0
ORD-211,2023-09-29,2023-10-05,Second Class,CUST-390,PROD-044,7,0
ORD-212,2023-10-07,2023-10-08,Second Class,CUST-569,PROD-028,3,0.1
ORD-213,2023-08-08,2023-08-14,Same Day,CUST-446,PROD-025,10,0
ORD-214,2023-11-09,2023-11-10,Same Day,CUST-355,PROD-037,7,0.2
ORD-215,2023-12-18,2023-12-24,Same Day,CUST-605,PROD-053,5,0.2
ORD-216,2023-01-05,2023-01-07,First Class,CUST-579,PROD-094,10,0
ORD-217,2023-11-05,2023-11-09,Same Day,CUST-121,PROD-094,10,0
ORD-218,2023-09-18,2023-09-22,First Class,CUST-151,PROD-098,1,0.1
ORD-219,2023-07-01,2023-07-07,Second Class,CUST-012,PROD-053,8,0
ORD-220,2023-12-24,2023-12-26,Same Day,CUST-723,PROD-060,5,0
ORD-221,2023-01-04,2023-01-07,Third Class,CUST-026,PROD-016,4,0.2
ORD-222,2023-03-13,2023-03-17,Second Class,CUST-664,PROD-085,1,0.1
ORD-223,2023-08-12,2023-08-19,First Class,CUST-373,PROD-014,7,0.2
ORD-224,2023-08-19,2023-08-26,First Class,CUST-983,PROD-058,2,0.1
ORD-225,2023-11-18,2023-11-20,Same Day,CUST-499,PROD-043,10,0
ORD-226,2023-11-04,2023-11-08,Same Day,CUST-980,PROD-056,3,0.2
ORD-227,2023-09-07,2023-09-13,Third Class,CUST-272,PROD-091,8,0.2
ORD-228,2023-12-01,2023-12-07,First Class,CUST-554,PROD-013,6,0.2
ORD-229,2023-01-07,2023-01-13,Same Day,CUST-826,PROD-067,3,0
ORD-230,2023-11-10,2023-11-16,Third Class,CUST-869,PROD-019,10,0.2
ORD-231,2023-04-25,2023-04-28,Third Class,CUST-362,PROD-082,10,0.1
ORD-232,2023-05-11,2023-05-18,First Class,CUST-512,PROD-097,8,0.2
ORD-233,2023-10-16,2023-10-17,First Class,CUST-214,PROD-028,2,0.1
ORD-234,2023-01-07,2023-01-11,First Class,CUST-773,PROD-086,4,0.2
ORD-235,2023-07-24,2023-07-31,Second Class,CUST-128,PROD-051,6,0.2
ORD-236,2023-04-20,2023-04-21,First Class,CUST-299,PROD-076,5,0.1
ORD-237,2023-12-29,2024-01-04,First Class,CUST-778,PROD-081,6,0.1
ORD-238,2023-09-10,2023-09-14,Second Class,CUST-768,PROD-025,8,0.1
ORD-239,2023-10-26,2023-10-28,Second Class,CUST-489,PROD-043,6,0
ORD-240,2023-04-16,2023-04-19,Same Day,CUST-533,PROD-027,1,0
ORD-241,2023-04-02,2023-04-06,Third Class,CUST-156,PROD-037,5,0.1
ORD-242,2023-10-25,2023-10-29,Third Class,CUST-730,PROD-074,4,0.1
ORD-243,2023-01-22,2023-01-25,Second Class,CUST-298,PROD-020,9,0.1
ORD-244,2023-06-14,2023-06-17,First Class,CUST-703,PROD-026,3,0.1
ORD-245,2023-04-24,2023-04-28,First Class,CUST-653,PROD-070,9,0
ORD-246,2023-10-12,2023-10-13,Third Class,CUST-273,PROD-033,2,0
ORD-247,2023-05-12,2023-05-16,Third Class,CUST-730,PROD-029,5,0.1
ORD-248,2023-06-29,2023-07-04,Same Day,CUST-804,PROD-053,3,0
ORD-249,2023-02-20,2023-02-25,First Class,CUST-957,PROD-074,9,0.1
ORD-250,2023-12-28,2024-01-02,Second Class,CUST-505,PROD-047,5,0.1
ORD-251,2023-06-12,2023-06-17,Third Class,CUST-110,PROD-052,8,0.2
ORD-252,2023-06-27,2023-07-02,First Class,CUST-254,PROD-016,8,0.2
ORD-253,2023-11-11,2023-11-18,Third Class,CUST-722,PROD-068,6,0
ORD-254,2023-08-02,2023-08-06,Same Day,CUST-586,PROD-064,7,0.2
ORD-255,2023-09-17,2023-09-20,Third Class,CUST-155,PROD-019,10,0
ORD-256,2023-07-28,2023-08-02,Same Day,CUST-707,PROD-066,10,0
ORD-257,2023-09-02,2023-09-09,First Class,CUST-963,PROD-002,6,0.1
ORD-258,2023-04-10,2023-04-14,Second Class,CUST-692,PROD-089,1,0.2
ORD-259,2023-07-28,2023-07-30,Same Day,CUST-999,PROD-081,5,0
ORD-260,2023-05-04,2023-05-09,Same Day,CUST-757,PROD-077,8,0.2
ORD-261,2023-11-04,2023-11-10,First Class,CUST-602,PROD-012,4,0.2
ORD-262,2023-03-05,2023-03-12,Same Day,CUST-764,PROD-061,1,0.1
ORD-263,2023-03-24,2023-03-25,Second Class,CUST-236,PROD-033,7,0.1
ORD-264,2023-05-25,2023-06-01,Third Class,CUST-243,PROD-031,10,0.2
ORD-265,2023-09-09,2023-09-13,Second Class,CUST-070,PROD-042,3,0.1
ORD-266,2023-01-24,2023-01-25,First Class,CUST-069,PROD-072,3,0
ORD-267,2023-03-23,2023-03-28,Same Day,CUST-344,PROD-081,2,0
ORD-268,2023-04-19,2023-04-21,Same Day,CUST-702,PROD-056,9,0.2
ORD-269,2023-07-10,2023-07-13,First Class,CUST-755,PROD-005,7,0
ORD-270,2023-05-02,2023-05-05,Third Class,CUST-977,PROD-087,5,0.1
ORD-271,2023-10-16,2023-10-22,First Class,CUST-876,PROD-064,5,0
ORD-272,2023-06-26,2023-06-27,Second Class,CUST-170,PROD-071,10,0.1
ORD-273,2023-11-20,2023-11-21,Same Day,CUST-444,PROD-045,1,0
ORD-274,2023-02-25,2023-02-27,Third Class,CUST-888,PROD-028,6,0
ORD-275,2023-02-11,2023-02-13,Second Class,CUST-383,PROD-065,6,0.1
ORD-276,2023-11-20,2023-11-25,Third Class,CUST-428,PROD-047,4,0.1
ORD-277,2023-03-10,2023-03-16,Second Class,CUST-501,PROD-099,4,0.1
ORD-278,2023-06-16,2023-06-23,Same Day,CUST-189,PROD-075,7,0.1
ORD-279,2023-05-28,2023-05-29,Third Class,CUST-320,PROD-054,2,0.1
ORD-280,2023-12-25,2023-12-30,First Class,CUST-375,PROD-004,4,0.1
ORD-281,2023-11-20,2023-11-21,First Class,CUST-566,PROD-003,2,0.1
ORD-282,2023-12-24,2023-12-26,Second Class,CUST-387,PROD-014,8,0.1
ORD-283,2023-08-13,2023-08-16,Second Class,CUST-830,PROD-015,5,0.1
ORD-284,2023-08-11,2023-08-14,Second Class,CUST-828,PROD-036,6,0.2
ORD-285,2023-01-20,2023-01-27,Second Class,CUST-499,PROD-062,7,0.1
ORD-286,2023-09-07,2023-09-13,Same Day,CUST-723,PROD-082,5,0.1
ORD-287,2023-12-09,2023-12-14,Third Class,CUST-483,PROD-100,9,0.1
ORD-288,2023-12-13,2023-12-15,First Class,CUST-433,PROD-092,2,0.1
ORD-289,2023-03-08,2023-03-14,Same Day,CUST-398,PROD-007,3,0
ORD-290,2023-03-02,2023-03-03,First Class,CUST-130,PROD-061,7,0
ORD-291,2023-07-06,2023-07-12,First Class,CUST-141,PROD-043,6,0.2
ORD-292,2023-01-13,2023-01-14,First Class,CUST-452,PROD-008,6,0.2
ORD-293,2023-07-31,2023-08-04,Same Day,CUST-248,PROD-001,1,0.2
ORD-294,2023-12-03,2023-12-05,First Class,CUST-297,PROD-009,5,0.1
ORD-295,2023-11-25,2023-11-30,First Class,CUST-054,PROD-046,5,0.2
ORD-296,2023-07-02,2023-07-04,Second Class,CUST-185,PROD-010,4,0
ORD-297,2023-04-08,2023-04-10,Same Day,CUST-294,PROD-081,3,0
ORD-298,2023-12-31,2024-01-03,Third Class,CUST-311,PROD-097,6,0
ORD-299,2023-07-02,2023-07-07,Same Day,CUST-124,PROD-073,7,0
ORD-300,2023-11-11,2023-11-18,Third Class,CUST-164,PROD-002,9,0.1
ORD-301,2023-08-04,2023-08-05,Second Class,CUST-659,PROD-041,9,0
ORD-302,2023-03-31,2023-04-04,Second Class,CUST-737,PROD-001,1,0.2
ORD-303,2023-08-22,2023-08-24,First Class,CUST-209,PROD-031,6,0.1
ORD-304,2023-12-13,2023-12-18,Same Day,CUST-267,PROD-062,1,0
ORD-305,2023-12-19,2023-12-25,Third Class,CUST-016,PROD-049,2,0.1
ORD-306,2023-07-29,2023-08-05,Same Day,CUST-822,PROD-028,10,0.2
ORD-307,2023-06-02,2023-06-05,Second Class,CUST-344,PROD-005,9,0
ORD-308,2023-10-22,2023-10-23,First Class,CUST-494,PROD-005,6,0.1
ORD-309,2023-12-20,2023-12-23,Same Day,CUST-849,PROD-097,3,0
ORD-310,2023-01-27,2023-01-31,Second Class,CUST-626,PROD-031,10,0.1
ORD-311,2023-12-09,2023-12-12,First Class,CUST-137,PROD-033,9,0.2
ORD-312,2023-09-04,2023-09-11,First Class,CUST-422,PROD-055,7,0
ORD-313,2023-08-01,2023-08-08,Second Class,CUST-584,PROD-054,10,0
ORD-314,2023-04-13,2023-04-14,Second Class,CUST-823,PROD-048,5,0.1
ORD-315,2023-10-06,2023-10-11,Second Class,CUST-522,PROD-066,3,0.2
ORD-316,2023-11-08,2023-11-13,Third Class,CUST-923,PROD-019,9,0.1
ORD-317,2023-10-03,2023-10-07,Third Class,CUST-775,PROD-028,2,0.1
ORD-318,2023-01-28,2023-02-01,Second Class,CUST-688,PROD-056,4,0
ORD-319,2023-06-23,2023-06-26,Third Class,CUST-332,PROD-046,4,0
ORD-320,2023-09-14,2023-09-17,Same Day,CUST-773,PROD-012,8,0.1
ORD-321,2023-06-02,2023-06-08,Same Day,CUST-420,PROD-084,10,0.1
ORD-322,2023-06-03,2023-06-05,Same Day,CUST-949,PROD-019,10,0.2
ORD-323,2023-03-10,2023-03-14,Same Day,CUST-685,PROD-060,1,0
ORD-324,2023-09-14,2023-09-20,Third Class,CUST-879,PROD-068,3,0.1
ORD-325,2023-01-23,2023-01-24,Second Class,CUST-415,PROD-015,10,0
ORD-326,2023-09-30,2023-10-03,Third Class,CUST-333,PROD-068,6,0.1
ORD-327,2023-08-18,2023-08-22,Second Class,CUST-658,PROD-039,5,0.1
ORD-328,2023-10-18,2023-10-25,Same Day,CUST-920,PROD-018,7,0
ORD-329,2023-01-14,2023-01-16,Third Class,CUST-903,PROD-064,9,0.1
ORD-330,2023-08-10,2023-08-14,Same Day,CUST-144,PROD-097,4,0.1
